"","BR","CN","DU","EL","HB","HN","KN","MB","MN","NK","PA","PE","RB","RN","SM","SN","SY","TB"
"OTU_340",82,0,0,4,0,0,69,0,0,48,69,2,0,0,0,0,0,0
"OTU_3404",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_341",0,0,0,0,0,0,0,0,0,96,0,0,0,0,2,14,0,0
"OTU_3412",0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_3415",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3487",0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
"OTU_3493",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3495",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3521",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_3534",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"OTU_3537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTU_3543",0,0,0,0,0,0,4,0,5,0,7,1,0,0,0,0,0,0
"OTU_3559",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3563",0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"OTU_357",92,0,0,25,0,0,0,0,0,0,0,50,0,0,0,0,0,0
"OTU_3572",0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"OTU_3583",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"OTU_359",0,0,0,0,5,4,0,79,20,4,0,0,0,0,18,7,9,0
"OTU_36",241,148,3,835,0,0,62,29,35,76,656,26,74,293,0,0,0,0
"OTU_362",0,0,1,0,2,0,0,0,0,0,0,0,108,202,0,0,0,20
"OTU_3665",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_3693",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3697",0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_3703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"OTU_3705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OTU_371",6,174,0,1,0,0,13,3,45,9,24,20,0,18,0,0,0,0
"OTU_3714",0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0
"OTU_3728",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"OTU_3734",8,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0
"OTU_3736",4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0
"OTU_3738",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3741",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"OTU_3768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"OTU_3772",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
"OTU_3782",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"OTU_3789",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_38",120,186,7,420,0,0,57,18,5,64,1179,141,76,405,0,0,0,0
"OTU_3806",0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0
"OTU_3811",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3813",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3816",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_3835",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"OTU_3837",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"OTU_385",0,0,0,0,0,0,5,142,69,4,0,0,0,0,0,0,0,0
"OTU_3876",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_3887",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3922",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3940",0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
"OTU_3942",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"OTU_3952",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"OTU_3968",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3970",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_4",0,0,1666,6,0,0,0,0,0,0,0,0,3,44,0,0,0,0
"OTU_4006",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"OTU_4057",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4065",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"OTU_4102",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_411",0,0,0,0,6,9,0,0,86,0,0,0,0,0,7,7,5,10
"OTU_4129",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"OTU_4143",1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
"OTU_4156",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_4159",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"OTU_4160",0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
"OTU_4192",0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0
"OTU_4199",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4203",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"OTU_4216",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4226",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_4227",0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"OTU_4234",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_4246",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"OTU_4260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"OTU_427",0,0,0,0,47,13,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU_4330",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
