"","L.BR1","L.BR2","L.BR3","L.CN1","L.CN2","L.CN3","L.DU1","L.DU2","L.DU3","L.EL1","L.EL2","L.EL3","L.HB1","L.HB2","L.HB3","L.HN1","L.HN2","L.HN3","L.KN1","L.KN2","L.KN3","L.MB1","L.MB2","L.MB3","L.MN1","L.MN2","L.MN3","L.NK1","L.NK2","L.NK3","L.PA1","L.PA2","L.PA3","L.PE1","L.PE2","L.PE3","L.RB1","L.RB2","L.RB3","L.RN1","L.RN2","L.RN3","L.SM1","L.SM2","L.SM3","L.SN1","L.SN2","L.SN3","L.SY1","L.SY2","L.SY3","L.TB1","L.TB2","L.TB3"
"OTU_3326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,39,39,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,64,81,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,52,60,90,6,11,18,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_333",0,0,0,0,0,0,36,36,46,260,190,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,1875,1529,0,0,0,223,326,316,209,415,297,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,61,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3332",0,0,0,0,0,0,0,0,0,70,83,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3334",0,0,0,47,95,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3335",0,0,0,0,0,0,6,11,6,5,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,58,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3337",0,0,0,0,0,0,0,0,0,4,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,4,19,26,0,0,0
"OTU_3338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,32,16,0,0,0,0,0,0,15,12,15,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0
"OTU_334",26,14,18,137,160,106,0,0,0,0,0,0,43,63,74,92,181,145,78,110,68,120,64,73,133,138,161,333,469,527,26,0,0,106,206,129,0,0,0,0,0,0,0,32,0,0,33,49,25,43,38,0,41,0
"OTU_3340",35,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3341",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,23,16,44,0,0,0
"OTU_3343",0,0,0,0,31,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,0,0,0,0,0,0
"OTU_3344",0,0,0,0,0,0,48,49,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,82,58,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3347",0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,69,43,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3348",0,0,0,3,0,0,12,9,14,0,0,0,0,0,0,0,0,0,0,9,0,29,5,7,11,10,15,4,5,18,0,0,0,0,5,0,0,0,0,4,19,9,0,0,0,4,3,0,0,0,0,0,0,0
"OTU_335",16,19,16,67,122,74,0,0,0,28,28,0,0,0,0,0,0,0,0,15,13,0,13,0,0,0,0,0,37,40,14,27,31,0,54,36,0,0,0,0,0,0,182,255,96,240,254,234,66,86,150,0,0,0
"OTU_3351",0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,0,0,0,0,25,92,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,154,18
"OTU_3355",7,0,7,25,41,58,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_3357",0,0,0,45,63,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3359",0,0,0,17,20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,18,23,0,10,13,11,5,0,34,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3360",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,24,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,0,0,0,0,0,0,0
"OTU_3363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,26,28,0,17,14,23,0,0,0
"OTU_3366",6,0,0,9,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,5,9,23,0,0,28,0,0,0,16,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3367",6,0,4,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,24,21,22,0,21,0,0,0,0
"OTU_3368",4,0,0,41,56,33,0,0,0,9,6,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3369",0,0,0,13,0,14,0,4,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,72,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_337",1444,1252,1173,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,88,103,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"OTU_3375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,34,68,76,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3377",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3378",0,0,0,0,0,0,60,52,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_338",0,0,0,1030,1847,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3380",0,0,0,0,0,0,0,0,0,48,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,19,22,0,0,0,0,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,16,18,4,15,17,0,0,4,8,0,0,0
"OTU_3382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,16,11,16,7,19,18,0,0,0
"OTU_3383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,51,43,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,66,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,191,106,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,70,58,0,0,0,0,0,0
"OTU_3390",0,0,3,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,3,6,0,26,26,27,0,0,0,0,0,24,0,0,0,0,16,10,0,6,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3391",0,0,0,91,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3392",0,0,0,0,0,13,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,62,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3393",0,0,0,0,0,0,20,40,38,11,7,16,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,8,11,0,0,6,0,0,5,0,5,4,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3394",0,0,0,0,0,0,23,22,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,58,63,9,44,23,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3395",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,7,14,12,8,7,8,0,27,22,27,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_3397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,0,0,52,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,54,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,67,72,0,0,0,0,0,0
"OTU_34",34,24,0,39,0,19,87,92,122,12,14,40,43,55,77,91,168,147,39,50,0,138,65,122,44,12,30,0,76,52,47,88,78,518,1363,845,0,0,0,0,0,0,1627,2340,935,3165,3333,2933,673,861,1060,162,874,133
"OTU_340",706,484,511,0,0,0,0,0,0,59,27,43,0,0,0,0,0,0,171,167,156,0,0,0,0,0,0,374,493,688,89,75,76,10,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,53,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3401",0,0,0,34,82,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3404",0,0,0,0,0,0,0,0,0,60,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3405",0,0,0,0,0,0,0,0,0,66,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3406",0,0,0,0,0,0,0,0,0,0,0,0,17,21,32,27,65,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"OTU_3407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,17,15,16,6,11,10,0,5,0
"OTU_3408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,15,0,11,0,23,26,0,0,0
"OTU_341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,680,1116,1628,0,0,0,0,0,0,0,0,0,0,0,0,32,43,24,184,214,197,3,0,0,0,3,0
"OTU_3410",0,0,0,73,93,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3411",0,0,0,67,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3412",0,0,0,20,53,31,18,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3415",0,0,0,0,0,0,42,38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3419",0,0,0,0,0,0,0,0,0,56,31,36,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_342",191,169,129,0,0,0,0,0,0,0,0,0,45,91,128,281,465,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,58,99,49,145,141,159,64,82,166,146,575,99
"OTU_3420",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,128,21
"OTU_3421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,77,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3425",0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,6,0,4,0,0,6,4,9,0,13,0,0,4,0,8,0,0,5,0,0,0,0,0,0,0,7,12,13,0,0,7,0,0,0
"OTU_3426",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,71,0,0,0,0,0,0
"OTU_3427",0,0,0,0,0,0,0,0,0,39,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,8,10,14,16,14,12,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3428",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,39,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_343",68,110,46,0,0,0,262,205,402,1192,1191,1484,0,0,5,0,0,0,0,6,0,0,0,0,0,36,25,0,0,73,78,95,111,7,0,10,325,417,380,662,1201,841,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,89,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3433",0,3,0,0,0,0,0,0,0,5,13,7,0,0,0,0,0,0,0,3,4,23,0,12,12,6,16,15,31,18,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3434",0,0,0,39,0,53,0,0,0,0,0,0,0,3,6,0,0,0,9,12,6,0,0,0,8,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"OTU_3435",0,0,0,38,0,0,0,0,0,0,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3436",0,0,0,16,33,22,0,0,0,9,3,4,0,0,0,5,11,15,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,9,17,0,0,3,0,0,0
"OTU_3437",0,0,0,9,8,0,0,0,0,0,0,0,0,5,6,15,26,11,0,0,0,6,0,0,16,13,23,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"OTU_3438",0,0,0,0,0,12,0,0,0,0,0,0,7,0,9,12,31,17,0,0,5,0,0,0,10,10,9,7,16,12,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,11,0
"OTU_3439",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,14,0,6,0,6,17,8,0,20,19,20,11,19,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"OTU_3440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,6,16,13,18,30,5,15,28,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,115,21
"OTU_3442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,21,26,20,23,12,0,0,24,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,14,7,6,10,11,20,0,3,3
"OTU_3446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,80,48,0,0,0,0,0,0,0,0,0
"OTU_3447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,77,52,0,0,0,0,0,0,0,0,0
"OTU_3448",0,0,0,53,55,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_345",247,194,194,256,350,180,0,0,0,38,24,60,6,13,24,38,92,46,15,19,18,11,27,15,19,28,26,75,104,70,181,279,236,340,651,420,0,0,0,0,0,0,23,23,0,26,20,21,6,8,12,0,30,0
"OTU_3450",0,0,0,0,0,0,7,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3451",0,0,0,0,0,0,31,25,18,0,0,5,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,24,33,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,21,0
"OTU_3452",0,0,0,0,0,0,25,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,33,14,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,17,25,11,0,0,3,0,0,0
"OTU_3454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,85,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,42,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3458",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,54,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3459",0,0,0,34,75,59,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_346",0,0,0,223,364,238,0,0,0,0,0,0,29,0,56,51,109,52,89,128,93,75,55,75,124,181,177,355,502,712,0,0,0,105,177,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3460",0,0,0,28,109,32,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3461",0,0,0,15,81,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0
"OTU_3464",0,0,0,0,0,0,22,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3465",0,0,0,0,0,0,0,0,0,48,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3467",0,0,0,0,0,0,0,0,0,0,0,0,10,23,22,16,20,65,4,0,4,0,0,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,87,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_347",2059,1667,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3470",0,0,0,24,71,22,0,0,0,0,0,0,0,0,0,9,40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,8,0,0,0,0,0,0
"OTU_3471",0,0,0,0,58,0,0,0,0,39,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3472",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,80,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3473",0,0,0,0,0,0,0,0,7,16,22,18,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,6,0,7,0,8,0,0,0,6,0,10,0,8,24,29,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,0,0,0,27,23,32,18,24,23,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,80,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,48,53,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
