"","L.BR1","L.BR2","L.BR3","L.CN1","L.CN2","L.CN3","L.DU1","L.DU2","L.DU3","L.EL1","L.EL2","L.EL3","L.HB1","L.HB2","L.HB3","L.HN1","L.HN2","L.HN3","L.KN1","L.KN2","L.KN3","L.MB1","L.MB2","L.MB3","L.MN1","L.MN2","L.MN3","L.NK1","L.NK2","L.NK3","L.PA1","L.PA2","L.PA3","L.PE1","L.PE2","L.PE3","L.RB1","L.RB2","L.RB3","L.RN1","L.RN2","L.RN3","L.SM1","L.SM2","L.SM3","L.SN1","L.SN2","L.SN3","L.SY1","L.SY2","L.SY3","L.TB1","L.TB2","L.TB3"
"OTU_3479",0,0,0,0,0,0,7,13,6,5,11,11,0,3,4,0,0,0,18,14,7,0,0,0,0,0,0,0,0,0,10,12,8,0,20,16,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0
"OTU_348",0,0,0,0,0,0,883,710,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,1499,1526,30,42,22,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3481",0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,22,40,12,0,6,0,0,0,8,20,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0
"OTU_3482",0,0,0,0,0,0,52,49,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3483",0,0,0,0,0,0,40,53,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3484",0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,17,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0
"OTU_3486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,13,13,0,0,0,0,0,0
"OTU_3487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,4,0,0,0,0,0,0,20,35,91,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0
"OTU_3488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,80,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,396,259,0,0,0,0,0,0,776,1120,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,71,41,0,0,0,0,0,0,0,0,0
"OTU_3491",0,0,0,39,72,20,0,0,0,0,11,0,0,0,0,0,6,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"OTU_3493",0,0,0,61,193,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3494",0,0,0,27,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,27,5,0,13,0,0,0,0,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3495",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,28,39,32,0,0,0,0,6,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3496",0,0,0,0,0,0,9,0,26,44,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,7,0,0,5,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3497",0,0,0,0,0,0,0,0,11,30,73,34,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,8,10,11,30,14,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3498",0,0,0,0,0,0,0,0,0,0,0,0,0,67,92,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,10,0,0,0,0,0,0,19,29,30,10,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,5,9,11,0,0,0,0,0,0
"OTU_35",0,0,0,0,28,0,0,0,0,0,0,0,35,45,95,8465,16173,11427,0,0,0,0,0,0,28,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,117,107,0,0,0,0,0,0
"OTU_350",0,0,0,72,48,44,0,0,0,0,0,0,0,0,0,0,0,0,100,151,106,38,26,24,1108,1171,1260,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,15,17,12,13,0,0,0,0,0,0,18,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"OTU_3501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,15,13,17,3,3,0,0,0,0
"OTU_3502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,23,29,0,0,0
"OTU_3503",61,57,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3504",9,0,0,0,0,0,0,10,0,73,0,57,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3506",0,0,0,52,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3507",0,0,0,8,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,9,17,14,17,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_351",0,0,0,0,0,0,1288,1145,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,143,21
"OTU_3512",16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3513",0,0,0,0,15,26,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,7,7,0,0,0,0,0,0,0,19,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3514",0,0,0,0,0,54,0,0,0,0,0,0,0,0,5,0,15,11,0,0,0,0,0,0,7,7,21,8,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3515",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,56,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3516",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,58,87,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,58,22,22,11,0,0,13,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,68,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,11,0,0,0,0,0,0,48,41,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058,4115,1851,98,143,58,0,0,0,25,137,0
"OTU_3520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,35,0,0,0
"OTU_3521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
"OTU_3523",0,0,0,0,0,0,0,0,0,0,0,8,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,50,28,0,0,0,0,0,0,0,30,4
"OTU_3524",9,0,11,0,0,0,0,0,0,34,37,48,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3525",0,0,0,28,124,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3526",0,0,0,16,105,40,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3527",0,0,0,14,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,13,10,19,0,25,16,12,13,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3528",0,0,0,0,0,0,36,46,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_353",0,0,0,0,46,0,0,0,0,0,0,0,241,240,386,425,648,477,0,0,0,43,23,24,56,42,65,29,42,18,0,0,0,0,0,0,0,0,0,0,0,0,128,181,71,0,34,38,79,132,197,0,20,10
"OTU_3530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,63,34,0,11,0,0,0,0,0,0,0
"OTU_3531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,26,0,32,0,0,17,25,0,0
"OTU_3532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,32,38,49,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3533",0,0,0,40,27,137,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3534",0,0,0,22,13,0,32,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3536",0,0,0,0,0,0,54,45,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3537",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,16,12,22,0,0,0
"OTU_3538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,19,19,48,0,0,0,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,0,0,0
"OTU_3539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,60,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"OTU_3543",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,0,0,0,30,32,33,0,0,0,5,7,11,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OTU_3544",0,0,0,0,0,55,17,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3547",0,0,0,0,0,0,57,33,53,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3548",0,0,0,0,0,0,28,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3549",0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,96,14
"OTU_355",0,0,0,172,246,116,213,190,300,0,0,21,10,12,23,42,75,37,45,45,37,7,10,13,228,195,161,140,204,203,54,89,91,12,21,17,0,0,0,0,0,0,62,61,19,95,94,95,0,12,12,146,511,56
"OTU_3550",0,0,0,0,0,0,0,0,0,0,0,0,26,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,0
"OTU_3552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,26,0,0,0,0,0,0,24,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,30,0,0,0,41,0,0,0
"OTU_3558",65,64,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3559",63,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_356",0,0,0,109,115,75,0,0,0,0,0,0,65,76,109,191,333,242,67,106,88,161,55,90,368,389,418,413,472,633,0,0,0,0,61,0,0,0,0,0,0,0,0,83,37,67,78,62,48,54,59,0,109,0
"OTU_3560",0,0,0,57,88,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_3561",0,0,0,16,0,0,0,0,0,0,0,0,0,9,7,11,24,16,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,9,7,0,6,0,9,11,0
"OTU_3562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,8,3,4,0,8,7,5,0,24,0,0,0,0,9,0,8,5,0,0,0,0,0,5,0,4,14,4,0,6,0,0,0,0
"OTU_3563",0,0,0,0,0,0,56,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,23,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3567",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,42,30,0,0,0,0,14,15,31,19,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_357",700,592,582,0,0,7,0,0,0,342,237,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,247,434,301,0,0,35,0,40,34,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_3572",0,0,0,39,80,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3574",0,0,0,0,0,0,44,43,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3576",0,0,0,0,0,0,0,0,0,24,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,29,19,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,98,16
"OTU_3579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,16,0,0,0,17,0,10,20,11,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"OTU_358",0,0,0,0,0,0,1288,1182,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32,11,0,0,0,0,0,10,19,0,0,6,3,3,11,0,0,0,0,0,0,12,0,0,18,23,19,0,0,0,0,0,0
"OTU_3583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,75,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,111,20
"OTU_3587",0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,94,55,0,0,0,0,0,0
"OTU_3588",0,0,0,6,0,0,27,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3589",0,0,0,0,13,0,0,0,0,0,0,0,8,0,24,23,30,20,5,8,5,0,0,0,0,0,0,0,7,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"OTU_359",0,0,0,0,0,0,0,0,0,0,0,0,40,73,98,26,73,73,0,0,0,618,367,367,108,81,103,13,17,60,0,0,0,0,0,0,0,0,0,0,0,0,284,395,177,149,115,119,65,93,152,0,0,0
"OTU_3590",0,0,0,0,0,40,0,0,0,41,32,48,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3591",0,0,0,0,0,0,29,32,46,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0
"OTU_3593",0,0,0,0,0,0,0,9,0,56,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,12,35,18,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3594",0,0,0,0,0,0,0,0,0,57,32,43,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,20,16,0,10,0,12,0,0,0
"OTU_3597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,13,6,5,0,4,0,0,51,13
"OTU_3598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,9,28,29,30,5,8,10,0,0,0
"OTU_3599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,109,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_36",1946,1566,1503,449,684,578,81,72,164,10198,8566,10832,0,0,0,0,87,0,131,151,160,238,101,124,125,156,167,659,910,923,693,1018,760,107,280,202,367,506,522,531,1082,773,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_360",0,0,0,13,23,17,0,0,0,0,0,0,96,152,208,389,663,537,26,23,21,27,20,31,168,194,173,66,140,139,0,0,0,7,6,4,0,0,0,0,0,0,38,56,40,61,81,69,31,47,38,38,125,21
"OTU_3600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,47,83,0,0,0
"OTU_3601",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,55,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3602",0,0,0,41,53,24,0,0,0,0,0,0,0,0,0,24,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3603",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3604",0,0,0,0,81,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3606",0,0,0,0,0,0,60,54,70,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3607",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,46,92,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3608",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,20,9,3,0,0,3,0,0,11,7,27,9,9,7,0,0,0,0,0,0,7,18,18,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3609",0,0,0,0,0,0,0,0,0,0,0,0,29,67,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_361",0,0,0,0,0,0,0,0,0,712,611,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,615,395,0,0,0,107,144,157,36,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,75,76,0,0,0,0,0,0
"OTU_3613",0,0,0,49,78,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3614",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,9,5,0,0,0,9,19,17,21,14,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,39,84,0,0,7,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,9,0
"OTU_3617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,43,14,26,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,10
"OTU_3618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,77,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
