"","BR1","BR2","BR3","CN1","CN2","CN3","DU1","DU2","DU3","EL1","EL2","EL3","HB1","HB2","HB3","HN1","HN2","HN3","KN1","KN2","KN3","MB1","MB2","MB3","MN1","MN2","MN3","NK1","NK2","NK3","PA1","PA2","PA3","PE1","PE2","PE3","RB1","RB2","RB3","RN1","RN2","RN3","SM1","SM2","SM3","SN1","SN2","SN3","SY1","SY2","SY3","TB1","TB2","TB3"
"OTU_2636",0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,7,29,30,34,0,0,0,0,0,0
"OTU_2638",0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,5,0,0,12,0,24,27,23,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_264",0,0,0,0,0,0,0,0,0,1984,2011,2635,0,0,0,0,0,0,36,40,46,0,0,0,0,0,0,39,32,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,171,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2644",0,0,0,41,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_265",11,0,0,0,0,0,54,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272,2032,2383,39,44,29,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2651",0,0,0,0,0,0,0,0,0,0,0,0,48,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,44,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,0,13,0,0
"OTU_2654",18,0,12,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,25,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2655",0,0,0,27,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"OTU_2656",0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,43,21,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,11,24,24,26,16,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_266",79,24,27,80,71,54,0,0,0,9,0,0,54,77,84,95,53,34,167,182,239,559,517,501,625,574,361,137,87,175,25,12,15,210,330,281,96,93,108,0,0,0,27,18,12,17,21,31,28,46,49,0,5,10
"OTU_2660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,91,162,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,49,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2662",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2663",8,5,0,0,0,0,0,0,0,15,19,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,6,7,5,0,0,0,0,0
"OTU_2665",0,0,0,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,7,7,16,38,22,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,11,31,0,38,0,0,0,0,0,0
"OTU_2668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,9,13,0,16,0,0,0,0,0,0,13,12,17,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0
"OTU_2669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,28,24,16,14,0,0,0,0,0,0,0,0
"OTU_267",146,39,37,0,0,0,0,0,0,0,0,0,427,525,547,123,82,48,330,297,400,0,0,0,0,0,0,357,249,513,0,0,0,0,0,0,0,0,0,0,0,0,45,30,23,0,14,17,0,23,11,1354,1264,1154
"OTU_2670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2674",0,0,0,46,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2675",0,0,0,32,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"OTU_2676",0,0,0,79,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,31,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2678",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"OTU_2679",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,43,39,18,0,0,0,0,0,0,5,0,0
"OTU_2681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,39,0,0,0,16,16,13,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,45,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,48,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2685",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,64,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2686",7,0,0,0,3,3,0,0,0,8,11,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,10,8,0,0,0,5,6,12,8,16,8,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_2689",0,0,0,0,0,0,6,12,7,24,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_269",0,0,0,0,0,0,0,0,0,0,0,0,931,1177,1207,304,175,159,19,19,20,494,481,506,0,0,0,19,9,22,18,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,646,657
"OTU_2691",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,11,0,0,0,0,0,0,9,7,6,8,0,4,0,0,0,0,0,0
"OTU_2692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,24,24,7,5,0,8,0,6,0,0,0,0
"OTU_2693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,0,0,0,0,0,0,0,0,0,29,52,24,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,51,39
"OTU_2698",0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_27",130,49,51,3170,2441,2643,0,0,0,0,0,0,2105,2476,2559,3034,1953,1398,1621,1587,2110,4323,4763,4182,5364,4589,3000,1216,825,1514,120,133,92,6192,8615,7487,204,181,215,0,0,0,93,90,0,87,107,85,65,156,111,71,70,63
"OTU_2701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,47,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2703",15,10,0,0,0,0,0,0,0,26,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2704",0,0,0,92,90,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2705",0,0,0,59,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2706",0,0,0,73,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"OTU_2707",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,19,0,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,17,0,0,0,0,0,0
"OTU_271",861,432,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,1527,1002,0,0,0,11,0,9,726,1116,422,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2712",0,0,0,0,0,0,30,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
"OTU_2713",0,0,0,0,0,0,0,0,0,0,0,0,20,25,32,0,0,0,0,0,0,0,10,4,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,16,8
"OTU_2716",58,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2717",57,41,19,0,0,0,11,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2718",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2719",0,0,0,72,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_272",0,0,0,37,0,38,23,38,40,119,137,198,121,128,118,74,51,27,79,81,89,236,235,219,206,195,100,0,0,24,25,23,15,129,214,175,220,178,257,0,14,0,77,71,33,34,45,51,67,92,99,429,385,364
"OTU_2722",0,0,0,48,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,48,51,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2729",72,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_273",0,0,0,0,0,0,0,0,0,102,96,135,372,414,415,342,176,130,18,23,21,0,0,0,0,0,0,23,6,27,29,26,14,209,285,237,25,33,28,43,52,39,76,83,35,6,0,5,54,95,76,336,277,257
"OTU_2731",0,0,0,37,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
"OTU_2732",0,0,0,32,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0
"OTU_2733",0,0,0,42,24,47,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"OTU_2734",0,0,0,28,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2735",0,0,0,27,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2737",0,0,0,0,0,0,25,30,45,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2738",0,0,0,0,0,0,0,0,0,35,41,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_274",2823,1233,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,63,87,0,0,0,0,0,0,121,84,163,403,404,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,35,22,29,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,27,15,0,8,10,6,0,11,0,0,0
"OTU_2743",19,0,0,42,42,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2744",0,0,0,8,0,4,0,0,0,0,0,0,10,9,5,7,8,4,14,21,0,0,0,0,0,0,0,14,8,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2745",0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,16,0,0,0,0,0,0
"OTU_2746",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,76,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2747",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2748",0,0,0,0,0,0,0,0,0,12,7,0,0,17,21,0,0,0,0,0,0,18,28,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0
"OTU_2751",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,19,0,0,0,0,0,0,27,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2753",0,0,0,13,8,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,42,0,0,0,0,0,0
"OTU_2754",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2755",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,12,0,5,7,0,0,0,0,0,0,0,3,7,10,12,0,0,0,0,0,0,14,7,0,0,9,0,0,4,8,0,0,0
"OTU_276",0,0,0,126,107,92,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,119,81,63,0,0,0,0,0,0,26,41,42,0,0,0,0,0,0,2610,2118,987,28,31,28,0,0,0,0,0,0
"OTU_2760",0,0,0,0,0,0,90,97,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2767",0,0,0,43,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2769",0,0,0,19,0,0,0,0,0,0,0,0,9,12,10,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_277",73,32,19,74,74,84,149,164,188,8,0,18,58,95,89,46,29,0,40,42,44,47,44,58,1153,1086,676,78,54,108,244,245,199,77,100,98,85,30,73,191,315,219,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2770",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2773",0,0,0,0,0,0,6,4,13,14,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2775",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,31,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,49
"OTU_2778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,80,82,0,0,0,0,0,0
"OTU_2779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,35,0,0,0,0,0,0
"OTU_278",0,0,0,0,0,0,0,0,0,959,907,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2780",0,0,0,0,0,0,0,0,0,0,0,0,57,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2781",0,0,0,59,42,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2782",0,0,0,21,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0
"OTU_2783",0,0,0,15,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,23,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2785",0,0,0,0,0,0,35,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2786",0,0,0,0,0,0,25,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2787",0,0,0,0,0,0,0,0,0,0,0,0,25,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,27
"OTU_279",0,0,0,124,91,105,0,0,0,0,0,0,0,0,8,0,0,0,287,288,378,1028,1089,1083,593,537,322,66,34,60,0,0,0,0,5,0,74,73,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2790",15,13,9,16,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,13,11,6,10,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2791",0,0,0,95,0,81,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"OTU_2793",0,0,0,38,30,40,0,0,0,0,0,0,0,0,0,10,4,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,12,7,0,0,0,0,0,0
"OTU_2795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_2796",0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,7,13,24,29
"OTU_2797",0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,0,0,0,0,0,42,42,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_280",0,0,0,0,0,0,0,0,0,0,0,0,364,447,482,839,510,346,0,0,40,115,97,76,232,198,128,0,0,0,0,0,0,22,34,24,0,0,0,0,0,0,177,170,74,211,264,214,129,279,239,25,0,0
"OTU_2803",0,0,0,0,0,0,0,0,0,28,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2805",0,0,0,0,0,0,0,0,0,0,46,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
