"","BR","CN","DU","EL","HB","HN","KN","MB","MN","NK","PA","PE","RB","RN","SM","SN","SY","TB"
"OTU_1221",0,18,0,0,0,0,0,0,68,0,0,0,0,0,10,0,0,0
"OTU_1222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,59
"OTU_1223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,15
"OTU_1225",0,0,0,0,0,0,0,0,51,0,0,56,0,0,0,0,0,0
"OTU_1226",0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0
"OTU_1227",0,0,30,0,53,19,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_123",0,3404,0,0,21,0,0,0,0,0,0,0,0,0,173,5,11,15
"OTU_1230",15,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0
"OTU_1232",15,0,0,0,0,0,0,14,18,0,0,0,0,0,22,10,0,5
"OTU_1233",0,0,0,0,22,10,0,0,9,0,0,0,0,0,0,0,0,30
"OTU_1235",0,24,0,0,8,6,5,0,41,9,0,0,0,0,0,0,0,0
"OTU_1238",0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_124",0,0,0,0,0,0,0,0,0,0,0,0,5660,0,0,0,0,0
"OTU_1240",0,0,0,0,6,0,0,76,32,0,0,0,0,0,0,0,0,0
"OTU_1242",0,0,0,0,0,0,0,0,0,0,0,0,133,14,0,0,0,0
"OTU_1243",110,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"OTU_1245",0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0
"OTU_1246",0,0,57,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
"OTU_1247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0
"OTU_125",0,0,0,532,0,0,0,0,0,19,214,0,0,0,49,0,147,0
"OTU_1251",6,39,0,0,4,0,0,0,43,5,0,0,0,0,0,0,0,0
"OTU_1254",0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1255",0,0,0,0,0,0,0,0,34,0,0,0,32,0,11,0,0,0
"OTU_1259",0,46,0,0,0,0,0,23,30,0,0,0,0,0,0,0,0,0
"OTU_126",0,0,0,3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,32,0,0
"OTU_1261",0,0,11,0,0,0,0,0,0,0,0,0,41,71,0,0,0,0
"OTU_1262",0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"OTU_1264",0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1266",0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
"OTU_1267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"OTU_1268",0,0,27,0,0,0,0,17,12,3,0,0,27,31,0,0,0,0
"OTU_127",0,0,0,0,0,0,0,0,0,0,0,177,0,0,288,95,870,21
"OTU_1270",0,0,0,0,5,0,0,34,51,0,0,0,0,0,0,0,0,0
"OTU_1271",0,0,169,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"OTU_1272",0,0,0,0,0,0,21,0,69,0,0,0,0,0,0,0,0,0
"OTU_1273",0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1274",0,0,21,43,0,0,0,0,0,0,0,16,0,32,0,0,0,0
"OTU_1276",0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1278",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,54,0,0
"OTU_128",0,0,1960,0,0,0,118,0,0,1240,0,0,0,238,0,0,0,0
"OTU_1280",0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0
"OTU_1283",73,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"OTU_1284",0,3,27,0,0,0,0,0,6,0,0,0,6,10,0,0,29,0
"OTU_1285",0,0,11,0,0,0,16,0,0,0,0,0,0,0,17,10,0,0
"OTU_1287",0,53,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1288",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1289",0,85,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
"OTU_129",41,240,261,0,53,27,727,179,202,176,127,139,315,0,618,125,354,0
"OTU_1290",0,58,36,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"OTU_1291",0,0,0,0,36,25,0,0,0,0,0,0,0,0,22,0,4,5
"OTU_1292",12,24,0,0,0,0,4,12,18,6,22,0,0,0,0,0,0,0
"OTU_1293",0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0
"OTU_1294",0,0,0,0,0,0,0,50,37,0,0,0,0,0,0,0,0,0
"OTU_1298",0,0,0,33,0,0,13,17,12,0,0,32,0,0,0,0,0,0
"OTU_1299",0,0,37,0,0,0,0,0,0,0,0,0,80,47,0,0,0,0
"OTU_130",64,0,0,0,1059,0,0,0,0,0,2666,0,0,0,0,0,0,0
"OTU_1300",0,58,0,0,0,0,0,0,3,0,0,0,0,0,37,0,0,0
"OTU_1301",0,0,10,83,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"OTU_1304",0,23,0,0,0,0,0,0,79,0,0,0,0,0,0,12,0,0
"OTU_1305",0,0,0,0,0,0,0,106,42,0,0,0,99,0,0,0,0,0
"OTU_1306",0,70,0,0,0,0,0,0,52,0,0,9,0,0,0,0,0,0
"OTU_1307",0,0,0,0,9,0,0,0,0,0,0,0,0,0,48,14,11,8
"OTU_1308",0,0,0,0,18,0,0,0,0,0,0,0,69,0,0,0,0,13
"OTU_131",0,146,317,0,0,0,480,50,349,193,0,54,1468,458,140,0,149,0
"OTU_1310",0,0,0,0,38,25,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1311",0,0,0,0,0,0,14,17,15,0,0,34,0,0,0,0,0,0
"OTU_1314",0,75,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_1315",0,0,12,46,0,0,0,0,0,0,0,38,15,0,0,0,0,0
"OTU_1316",0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0
"OTU_1317",0,53,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"OTU_1318",0,0,0,0,0,0,0,12,0,0,0,58,0,0,0,0,0,0
"OTU_1319",0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_132",0,0,0,39,83,0,0,261,130,0,0,1552,0,0,19,13,129,274
"OTU_1320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"OTU_1321",0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1322",0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0
"OTU_1323",0,0,0,77,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"OTU_1328",0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1329",0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0
"OTU_133",698,29,0,1016,0,26,29,20,142,265,1188,0,0,17,0,0,0,0
"OTU_1330",0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1331",0,0,11,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0
"OTU_1333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"OTU_1334",0,0,0,0,0,0,48,0,35,0,0,0,0,0,0,0,0,0
"OTU_1335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0
"OTU_1336",0,0,0,0,0,0,0,56,0,0,0,0,0,0,40,0,0,0
"OTU_1337",0,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0
"OTU_1339",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,82,0,0
"OTU_134",378,0,0,0,0,0,0,0,0,2278,0,6,0,0,0,0,0,0
"OTU_1341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,38
"OTU_1342",0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1343",0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0
"OTU_1344",0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0
"OTU_1345",0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,24,0,0
"OTU_1346",0,0,11,0,0,0,0,0,0,0,0,0,14,0,54,0,0,0
"OTU_1349",0,0,0,0,0,0,16,0,0,0,0,0,0,0,70,11,0,0
"OTU_135",0,0,0,0,2520,0,0,0,0,0,0,0,0,0,0,0,43,92
"OTU_1350",0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0
"OTU_1351",0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1353",0,0,0,0,0,0,0,14,0,0,0,0,0,33,0,0,0,0
"OTU_1354",0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1355",0,63,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"OTU_1356",0,15,0,0,0,0,8,27,26,20,0,0,0,0,0,0,0,0
"OTU_1357",0,0,0,0,9,22,16,0,8,23,0,0,0,0,0,0,0,0
"OTU_1358",0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0
"OTU_1359",76,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1892
"OTU_1360",0,32,0,0,0,0,0,13,39,0,0,0,0,0,0,0,0,0
"OTU_1361",0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0
"OTU_1362",4,0,37,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
"OTU_1363",0,58,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"OTU_1366",0,0,0,0,23,0,21,50,0,0,0,0,0,0,0,0,0,0
"OTU_1368",0,0,0,0,0,0,0,22,0,0,0,0,103,0,0,0,0,0
"OTU_137",0,0,0,10,0,0,0,0,0,0,0,19,0,206,0,0,0,1712
"OTU_1371",20,0,0,0,16,0,0,0,0,0,0,0,0,0,28,0,0,0
"OTU_1373",0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0
"OTU_1374",0,14,0,0,0,0,0,0,0,0,0,10,12,0,21,5,0,0
"OTU_1376",0,0,160,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"OTU_1377",0,0,0,0,0,0,52,0,0,0,0,0,60,0,0,0,0,0
"OTU_1379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
"OTU_138",0,1289,0,0,41,0,0,0,0,0,0,35,0,0,0,1188,0,138
"OTU_1380",0,0,0,0,28,0,0,0,9,0,0,0,0,0,19,0,0,0
"OTU_1382",0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0
"OTU_1383",0,18,0,0,0,0,13,0,0,0,6,24,0,0,0,0,0,0
"OTU_1386",0,0,0,0,29,0,7,6,17,6,0,0,0,0,0,0,0,0
"OTU_1387",0,0,0,0,0,7,0,0,0,0,90,0,0,0,0,0,0,0
"OTU_1388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0
"OTU_1389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,9,0
"OTU_1390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,0,0
"OTU_1391",0,74,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_1392",0,0,0,0,0,0,13,26,27,23,0,0,0,0,0,0,0,0
"OTU_1393",0,25,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14
"OTU_1395",0,32,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
"OTU_1396",0,16,0,0,0,0,0,16,27,5,0,9,0,9,0,0,0,0
"OTU_1398",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
