"","L.BR1","L.BR2","L.BR3","L.CN1","L.CN2","L.CN3","L.DC1","L.DC2","L.DC3","L.DN1","L.DU1","L.DU2","L.DU3","L.EL1","L.EL2","L.EL3","L.HB1","L.HB2","L.HB3","L.HN1","L.HN2","L.HN3","L.KN1","L.KN2","L.KN3","L.MB1","L.MB2","L.MB3","L.MN1","L.MN2","L.MN3","L.NK1","L.NK2","L.NK3","L.PA1","L.PA2","L.PA3","L.PE.B","L.PE1","L.PE2","L.PE3","L.RB1","L.RB2","L.RB3","L.RN1","L.RN2","L.RN3","L.SB1","L.SB2","L.SB3","L.SM1","L.SM2","L.SM3","L.SN1","L.SN2","L.SN3","L.SY1","L.SY2","L.SY3","L.TB1","L.TB2","L.TB3"
"Zotu2297",0,0,0,47,75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0,51,33,21,40,30,43,10,16,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2298",67,56,49,0,0,0,0,0,0,0,26,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,27,0,13,26,19,18,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2299",116,82,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,4,0,0,0,0,0,0,0,0
"Zotu230",0,0,0,0,0,0,5204,7502,5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2300",0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,38,57,97,38,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,15,13,6,0,3,5,4,10,4,13,74,13
"Zotu2303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,15,11,9,12,3,0,0,48,16,56,21,81,55,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,32,0,15,0,94,92,69,32,38,51,0,0,0
"Zotu2304",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,110,121,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,53,8,16,0,31,48,51,0,0,10,17,62,7
"Zotu2307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,17,56,23,0,0,0,9,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,37,181,38
"Zotu2308",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,30,20,34,18,65,61,39,10,10,26,0,0,0
"Zotu2309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,91,113,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu231",0,0,0,2201,3214,2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2310",0,0,0,100,201,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Zotu2312",75,58,69,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,137,106,71,3,0,0,0,0,0
"Zotu2317",3,4,11,0,0,5,0,0,0,3,53,41,71,22,4,0,0,0,0,0,0,0,13,4,7,0,0,5,0,0,0,22,25,82,4,6,7,0,0,8,0,0,12,6,11,16,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Zotu2318",0,0,0,0,8,0,0,0,0,0,60,53,79,17,10,7,0,0,0,0,3,6,15,14,9,0,0,0,0,0,0,10,26,45,5,9,12,0,0,0,4,0,8,5,0,4,3,34,16,52,43,27,16,36,81,48,22,23,32,17,69,3
"Zotu232",0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,23,38,43,52,87,60,0,0,4,340,167,247,0,0,0,7,0,0,0,0,0,0,12,28,14,0,0,0,0,0,0,31,19,64,5,15,8,8,0,8,23,27,20,893,3699,590
"Zotu2320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,21,0,0,0,0,0,0,0,9,0,0,0,0,0,34,37,23,0,0,0,0,0,0,91,58,135,34,85,31,0,0,0,0,0,3,0,0,0
"Zotu2321",0,0,0,0,0,0,106,156,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2322",0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,3,3,11,13,57,13,8,6,5,9,4,8,29,38,39,27,46,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,6,0,0,4,3,3,0,3,4,0,9,4
"Zotu2323",0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,148,55,40,0,5,3,0,9,0,0,0,0,16,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2324",99,87,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,51,93,26,26,10,66,68,54,18,24,52,0,4,0
"Zotu2327",135,128,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,140,114,0,0,0,0,0,0,213,315,399,139,250,208,0,0,0,0,0,0,0,42,54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,125,224,159,246,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu233",0,0,0,182,121,155,0,0,0,0,0,0,0,0,0,0,59,123,154,506,814,655,103,114,92,559,331,355,291,216,266,250,235,264,0,0,0,0,23,82,55,54,47,78,0,0,0,0,3,0,12,5,7,23,30,31,3,12,12,0,0,0
"Zotu2330",4,14,5,3,0,0,0,0,0,3,39,28,38,210,186,214,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,7,13,14,7,0,0,0,19,30,38,61,104,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2332",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,32,26,0,0,0,0,0,0,67,83,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2334",0,0,0,0,0,0,0,0,0,0,15,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,229,247,9,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2336",0,0,0,0,0,0,0,0,0,0,0,0,0,92,68,88,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2337",0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,26,0,0,0,0,0,0,50,105,78,0,0,6,0,0,0,0,38,41,47,14,18,18,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0
"Zotu2338",0,0,0,0,0,0,0,0,0,0,89,132,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,126,84,7,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu234",6,0,5,130,163,46,0,0,0,0,0,0,0,14,11,18,53,90,162,670,1130,771,100,94,95,95,76,98,398,415,345,179,328,314,3,3,4,7,0,17,6,0,0,5,10,9,10,10,6,9,8,20,11,19,26,20,3,6,3,154,660,77
"Zotu2340",8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,6,3,8,8,0,3,0,0,25,17,0,0,0,0,0,0,0,11,21,15,3,12,11,0,0,0,0,0,0,0,0,0,0,0,0,18,111,12
"Zotu2341",0,0,0,0,12,0,0,0,0,0,8,14,6,0,0,0,0,0,4,0,0,3,16,27,9,9,5,7,39,44,59,0,8,6,0,0,0,0,3,5,3,32,44,44,0,0,0,14,11,25,8,6,0,5,7,9,10,24,31,0,0,0
"Zotu2342",20,12,10,0,0,0,0,0,0,0,0,0,7,96,86,60,0,0,0,0,0,0,8,15,9,0,0,0,0,0,0,0,0,22,0,4,16,0,4,13,11,0,0,0,0,0,0,0,0,0,9,32,13,0,0,0,0,0,0,0,0,0
"Zotu2344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,257,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2346",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,95,95,0,0,0,0,0,0
"Zotu2351",0,0,0,0,0,0,0,0,0,0,151,150,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,109,128,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,68,10,27,7,54,35,34,8,8,6,0,0,0
"Zotu2353",0,0,0,57,6,25,0,0,0,0,0,0,0,3,0,0,7,21,12,47,77,42,0,3,0,31,7,0,26,35,27,10,18,0,0,0,0,152,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Zotu2354",12,4,4,193,242,105,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,15,0,8,66,38,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Zotu2355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,71,173,146,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0
"Zotu2356",0,0,0,0,0,0,0,0,0,0,44,41,74,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,46,76,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2358",0,0,0,13,6,5,0,0,0,0,56,55,51,22,14,23,0,0,0,0,0,0,0,0,0,16,17,11,8,11,19,6,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,465,857,493,764,313,381,547,534,266,389,611,47,283,26
"Zotu2362",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,3,47,15,22,31,30,49,25,48,32,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2363",4,0,7,0,0,0,0,0,0,5,19,10,27,85,85,92,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2364",0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,19,40,20,31,70,60,35,14,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2366",0,0,0,94,128,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2367",0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,10,0,0,0,0,0,0,0,0,0,24,18,10,3,0,8,0,3,0,0,0,0,0,0,0,0,70,84,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2369",0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,17,9,18,0,0,0,0,0,0,82,143,117,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu237",0,0,0,0,44,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378,2214,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2370",0,0,0,11,60,43,0,0,0,0,0,0,0,0,0,0,0,5,8,17,17,14,29,28,10,19,6,14,35,52,44,59,60,114,0,0,0,4,3,10,13,0,0,0,0,0,0,6,9,15,6,17,4,14,16,5,8,4,8,6,28,4
"Zotu2372",0,0,0,0,0,0,74,149,75,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,114,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2376",0,0,0,0,0,0,157,200,156,282,0,0,0,32,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2377",0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2378",0,0,0,0,0,0,72,109,43,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2380",0,0,0,106,126,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2381",0,0,0,76,180,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2385",64,43,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,82,90,69,0,0,0,8,6,0,182,240,255,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
"Zotu2387",0,0,0,0,0,0,149,223,135,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2389",0,0,0,0,0,0,0,0,0,0,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu239",0,0,0,0,0,0,2967,4205,2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2392",0,0,0,0,0,0,0,0,0,0,30,31,32,0,0,0,0,0,0,0,0,0,18,27,15,27,10,10,41,34,25,20,30,34,0,0,0,0,0,0,0,17,13,18,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2393",0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,6,4,11,28,9,8,6,0,0,5,0,28,20,33,23,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,6,4,3,0,0,3,7,10,5
"Zotu2394",0,0,0,14,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,179,184,12,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,145,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2397",0,0,0,9,0,4,0,0,0,9,20,16,34,26,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,18,11,15,53,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2398",0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,0,0,0,21,24,13,63,57,69,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8448,39714,5872
"Zotu2401",285,272,236,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Zotu2403",0,0,0,0,0,0,0,0,0,0,7,0,9,96,117,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2404",0,0,0,0,9,0,0,0,0,0,15,13,10,28,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,74,66,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2405",0,0,0,24,72,88,0,0,0,0,9,4,11,9,4,0,4,0,0,8,4,11,4,3,0,0,0,0,24,0,6,10,11,17,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,12,6,0,5,5,7,0,0,0,0,13,0
"Zotu2407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,158,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2408",0,0,0,0,0,0,58,79,44,141,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu241",0,0,0,0,0,0,0,0,0,0,570,549,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,18,21,18,0,0,0,30,32,35,24,50,21,36,36,33,6,16,16,810,3529,601
"Zotu2410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,46,0,0,0,7,10,12,25,17,5,38,31,23,4,4,4,0,0,0
"Zotu2411",0,0,0,75,118,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,3,0,5,6,8,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2413",0,0,0,147,158,95,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,15,20,16,4,0,0,65,81,86,4,11,20,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,141,155,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,6,2411,2683,2438,0,0,0,0,0,0
"Zotu2421",0,0,0,7,42,32,0,0,0,0,0,0,0,0,0,0,0,0,13,4,36,12,5,9,5,12,0,0,4,3,6,4,70,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Zotu2424",139,135,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,5,7,16,11,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,47,23,32,17,60,35,36,0,0,4,0,6,0
"Zotu2426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,5,15,0,0,0,12,0,0,3,7,7,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,49,102,25
"Zotu2427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,51,40,0,0,0,0,0,0,0,0,0,0,0,0,0,60,148,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2429",0,0,0,94,119,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu243",0,0,0,579,1143,676,0,0,0,0,0,0,0,0,0,0,30,28,39,250,470,306,88,118,81,162,102,106,204,228,295,400,765,884,0,0,0,230,71,118,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,3
"Zotu2432",8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,13,0,0,0,0,0,0,21,50,39,82,166,113,0,0,0,0,0,0,0,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2433",0,0,0,4,0,5,0,0,0,0,20,20,53,0,6,4,0,0,0,0,0,0,11,10,6,20,8,8,21,21,31,30,12,12,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2436",8,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,19,0,0,0,0,0,0,0,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,182,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2438",0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,88,116,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu244",18,17,23,164,304,249,0,0,0,0,0,0,0,0,0,0,65,93,161,288,530,413,141,128,116,181,63,136,215,288,263,559,579,894,8,13,7,508,197,444,247,0,0,0,0,0,0,49,23,64,43,32,14,40,63,33,16,22,30,11,83,8
"Zotu2440",0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,7,41,21,42,22,6,16,0,0,32,0,0,0,61,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,13,14,25,0,7,5,13,10,5,21,19,13,8,11,21,0,0,0,0,0,7,7,8,6,6,0,4,0,4,5,13,6,0,3,4,0,5,0,6,0,6,10,0
"Zotu2442",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,28,60,40,47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,97,149,191,0,3,0
"Zotu2443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,104,102,0,0,0,0,0,0
