"","L.BR1","L.BR2","L.BR3","L.CN1","L.CN2","L.CN3","L.DC1","L.DC2","L.DC3","L.DN1","L.DU1","L.DU2","L.DU3","L.EL1","L.EL2","L.EL3","L.HB1","L.HB2","L.HB3","L.HN1","L.HN2","L.HN3","L.KN1","L.KN2","L.KN3","L.MB1","L.MB2","L.MB3","L.MN1","L.MN2","L.MN3","L.NK1","L.NK2","L.NK3","L.PA1","L.PA2","L.PA3","L.PE.B","L.PE1","L.PE2","L.PE3","L.RB1","L.RB2","L.RB3","L.RN1","L.RN2","L.RN3","L.SB1","L.SB2","L.SB3","L.SM1","L.SM2","L.SM3","L.SN1","L.SN2","L.SN3","L.SY1","L.SY2","L.SY3","L.TB1","L.TB2","L.TB3"
"Zotu2126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,152,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,298,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2129",13,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,33,0,0,0,0,0,0,82,104,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu213",10,13,0,396,523,439,0,0,0,0,17,25,38,8,5,4,62,106,142,190,305,194,98,97,71,1050,588,713,94,109,105,160,278,282,0,12,5,37,9,18,24,357,391,417,15,27,21,31,17,40,27,34,19,18,28,37,26,42,65,40,102,27
"Zotu2131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,6,5,0,0,0,0,63,150,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0
"Zotu2132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,102,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,78,48,4,0,0,19,26,27,0,0,0
"Zotu2136",9,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,15,8,27,41,25,17,10,7,12,13,14,19,24,17,49,50,67,21,36,46,0,0,7,0,0,0,0,0,0,0,11,3,14,0,12,4,11,19,16,6,5,4,8,8,5
"Zotu2137",0,0,0,0,0,0,133,184,104,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2138",0,0,0,36,176,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,113,127,134,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu214",0,0,0,742,1477,811,0,0,0,0,0,0,0,0,0,0,6,13,14,1527,2981,2112,0,0,0,0,0,0,81,92,101,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,34,6,22,18,29,23,18,3,10,18,0,0,0
"Zotu2140",0,0,0,0,0,0,124,173,114,166,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2142",0,0,0,0,0,14,0,0,0,5,25,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,58,29,37,81,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2143",0,0,0,0,0,0,0,0,0,0,124,89,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2145",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,50,32,0,0,0,0,0,0,93,85,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,19,160,98,80,0,0,0,0,0,3,0,0,0,0,0,0,5,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,7,14,6,17,4,7,103,91,70,22,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,6,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,5101,737
"Zotu2150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,121,242,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,83,147,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
"Zotu2154",0,0,0,114,153,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2156",0,0,0,40,66,74,0,0,0,0,0,0,0,0,0,0,5,8,4,6,7,15,4,13,0,24,11,3,19,23,24,8,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2157",0,0,0,73,150,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,42,61,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,0,0
"Zotu2159",6,6,3,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,27,11,13,0,0,0,0,4,19,4,8,0,0,0,0,0,0,0,0,0,0,0,36,38,74,23,43,12,3,0,0,18,11,22,6,14,4
"Zotu216",172,117,110,0,0,0,0,0,0,0,0,0,0,44,73,104,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,2018,3046,2434,0,0,0,0,5,10,7,355,644,445,0,8,5,0,7,0,3,6,0,0,0,4,0,0,0
"Zotu2160",3,0,3,0,0,0,0,0,0,0,0,0,0,105,106,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2163",0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,6,5,0,12,8,11,0,14,7,4,0,10,5,4,0,21,3,3,5,0,0,0,0,0,0,14,8,13,26,44,13,34,32,45,9,13,7,0,0,0
"Zotu2164",0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,22,31,24,21,61,38,54,6,0,14,0,0,0
"Zotu2168",0,0,0,10,17,35,0,0,0,0,0,0,0,0,0,0,8,0,4,13,8,3,0,9,8,16,6,6,7,12,7,22,67,39,0,0,0,0,14,36,24,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,3,0,0,0,0
"Zotu2169",25,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,38,0,0,0,0,0,0,115,110,127,6,23,11,0,0,0,0,0,0,0,26,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu217",0,0,0,0,0,0,0,0,0,10,2143,1977,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2170",3,0,0,0,0,0,0,0,0,0,104,103,155,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2173",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,5,11,15,32,35,8,6,5,15,9,10,12,28,22,7,7,20,0,0,0,0,0,0,0,3,6,4,0,0,0,12,7,7,11,8,7,18,21,15,3,4,4,6,0,4
"Zotu2176",0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,13,0,0,0,0,0,0,142,210,116,25,13,15,0,0,0,9,6,18,11,14,6,0,92,198,149,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2177",0,0,0,0,0,0,167,182,136,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2179",0,0,0,21,49,17,0,0,0,7,4,28,12,6,4,11,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,80,98,100,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu218",0,0,0,9,14,6,0,0,0,0,0,0,0,0,0,0,723,972,1536,446,762,594,0,0,0,5,10,10,0,5,0,0,0,0,0,0,0,0,10,45,5,0,0,0,0,0,0,9,5,6,12,27,8,10,14,10,0,0,3,308,1316,193
"Zotu2181",3,0,3,0,0,8,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,0,0,0,0,39,30,25,14,12,13,8,20,16,9,4,7,58,17,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,77,186,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Zotu2187",0,0,0,71,176,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,4,0,0,0,0,0,0
"Zotu219",1147,964,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,1804,1346,0,0,0,0,0,0,0,5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2191",0,0,0,59,35,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,133,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2192",0,0,0,0,0,0,0,0,0,0,87,58,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,5,14,21,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2193",0,0,0,0,0,0,0,0,0,0,17,4,10,119,87,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,11,8,9,0,0,0,0,0,0,33,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,64,21,42,29,5,11,13,12,28,32,5,11,3
"Zotu2195",55,57,49,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,43,47,25,0,0,0,0,0,0,93,193,139,10,16,21,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,3,0,0,3,6,0,0,0
"Zotu2196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,93,56,0,0,0,11,13,16,0,10,0
"Zotu2198",0,0,0,0,0,0,0,0,0,0,413,362,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2199",0,0,0,31,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,0,0,0,0,0,0,45,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,36,34,37,0,0,0,0,0,0
"Zotu22",4,11,3,904,1335,803,0,0,0,0,0,0,0,0,0,0,262,374,482,837,1529,1160,875,903,712,2456,1421,1689,778,903,829,2047,2687,4122,3,0,0,10,159,279,220,0,0,0,0,0,0,27,25,63,44,49,20,25,20,32,17,24,26,5414,24277,3669
"Zotu220",5,0,0,0,0,0,0,0,0,0,0,0,0,123,129,148,7,11,12,49,93,49,17,41,24,311,169,165,33,20,31,37,34,50,4,6,0,6,0,0,0,0,0,0,0,0,0,235,227,364,272,343,192,650,636,576,70,114,152,490,1960,330
"Zotu2204",0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,162,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2207",0,0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,7,37,46,56,44,29,76,0,0,6,0,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,209,26
"Zotu2211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,116,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2213",0,0,0,12,20,11,0,0,0,0,0,0,0,0,0,0,6,9,10,28,41,25,15,9,13,15,7,16,56,70,73,35,48,44,0,0,0,3,3,5,5,0,0,0,0,0,0,8,0,13,0,4,0,5,8,0,0,6,4,0,4,4
"Zotu2218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,25,0,9,0,8,3,5,0,3,0,0,0,0,0,0,0,8,9,5,0,3,0,4,0,0,0,0,0,0,16,3,10,61,60,36,0,0,0,0,3,0,13,91,7
"Zotu2219",37,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,3,8,147,273,176,0,0,0,0,0,0,0,40,73,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,2111,3333,889,1624,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,12,6,0,0,3,0,0,0
"Zotu2220",0,0,0,12,7,15,0,0,0,0,0,0,0,0,0,0,5,3,5,9,36,23,10,5,8,5,3,6,32,32,28,24,38,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
"Zotu2223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,58,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,13,53,22,23,69,30,42,26,17,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2227",0,0,0,133,173,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,19,0,0,0,0,0,0
"Zotu223",0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,2401,2505,6,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2234",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,18,23,7,0,0,0,7,0,0,0,7,6,0,0,0,0,0,0,16,0,3,4,0,0,0,0,0,0,36,24,65,22,0,0,20,7,14,16,16,31,4,7,0
"Zotu2237",0,0,0,0,0,0,25,47,34,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2238",3,0,0,45,52,116,0,0,0,0,4,7,4,0,3,3,0,0,0,4,4,0,5,0,0,0,0,0,23,21,14,27,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0
"Zotu224",11,0,8,79,141,109,0,0,0,0,0,0,0,0,0,0,15,15,26,37,166,93,175,156,117,457,313,369,260,365,361,747,968,1231,4,3,0,153,158,292,232,0,0,0,0,0,0,4,5,7,0,14,0,0,4,0,0,0,5,3,10,0
"Zotu2242",0,0,0,0,0,0,0,0,0,0,110,122,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,159,78,74,9,7,5,12,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
"Zotu2249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,17,6,5,4,27,11,0,3,0,0,0,0,0,0,0,0,109,135,113,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu225",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1545,2158,2952,0,0,0
"Zotu2253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,4,0,3,42,65,29,0,0,0,0,0,0,50,97,38
"Zotu2254",0,0,0,125,162,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2255",0,0,0,0,58,14,0,0,0,0,0,0,0,0,0,0,7,0,21,41,70,69,0,0,0,14,0,0,27,11,7,0,0,0,0,0,0,11,0,7,18,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,0,0,0
"Zotu2257",42,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,103,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2259",0,0,0,0,0,0,0,0,0,0,72,53,84,0,0,0,0,0,0,0,0,0,4,7,8,84,35,37,0,0,5,21,20,39,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu226",0,0,0,0,0,0,0,0,0,0,2036,1803,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2260",0,0,0,0,0,0,19,62,33,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2261",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,64,102,27,51,18,0,3,0,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,5,0,0,3,0,0,0,0,4,4,44,5
"Zotu2262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,26,42,52,23,41,63,59,16,6,9,0,0,0
"Zotu2265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,47,100,47,44,12,0,4,0,15,16,32,0,0,0
"Zotu2268",0,0,0,0,0,0,0,0,0,7,5,4,5,4,18,21,15,9,26,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,10,19,0,9,18,3,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,17,14,33,16,47,7
"Zotu2269",6,0,7,0,0,0,0,0,0,0,7,5,7,52,74,60,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,8,0,0,4,11,3,9,0,0,0,10,7,11,18,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu227",7,7,10,100,168,169,0,0,0,0,0,0,0,0,0,0,15,33,25,61,106,78,152,155,142,456,298,322,302,347,295,803,853,1195,4,4,7,151,143,282,174,0,0,0,0,0,0,3,3,5,0,0,0,5,4,0,0,0,3,0,0,0
"Zotu2270",5,10,11,0,25,0,0,0,0,0,0,7,13,0,7,0,0,0,0,0,0,0,0,11,0,20,8,10,0,0,0,45,71,64,0,0,10,0,3,3,0,0,0,0,0,0,0,0,6,9,0,0,3,10,0,0,0,0,0,7,0,0
"Zotu2271",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,260,50
"Zotu2273",0,0,0,0,0,0,0,0,0,5,133,107,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,118,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2276",0,0,0,14,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,56,64,70,25,64,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2277",0,0,0,37,62,12,0,0,0,0,0,0,0,0,0,0,0,5,4,10,19,16,0,0,3,28,30,25,75,50,49,7,0,0,0,0,0,88,7,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2279",0,0,0,0,0,0,0,0,0,0,18,14,22,43,54,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,24,16,30,42,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2282",0,0,0,0,0,0,0,0,0,0,69,67,108,0,0,0,0,0,0,0,0,0,4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,3,0,26,21,9,0,3,0,0,0,0,7,18,4
"Zotu2283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,236,29
"Zotu2285",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,10,0,6,6,12,16,10,31,22,22,28,50,29,31,27,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
"Zotu2286",0,0,0,12,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,11,3,0,3,0,30,33,42,42,39,64,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Zotu2287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,20,40,61,23,46,43,34,10,16,25,0,0,0
"Zotu2288",0,0,0,6,3,30,0,0,0,0,0,0,0,0,0,0,8,4,3,19,34,23,6,9,9,5,7,0,19,19,21,36,31,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0
"Zotu2290",0,0,0,16,25,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,25,19,18,24,34,27,16,15,18,35,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2291",0,0,0,57,129,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,11,0,0,0,0,0,0,0,0,0,7,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,21,8,14,0,0,0,0,0,0
"Zotu2292",0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,318,351,267,0,0,0,0,0,0,86,91,84,0,0,0,0,0,0,0,0,0,0,288,702,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2293",222,171,210,0,0,0,0,0,0,0,0,0,0,134,175,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2294",3,6,5,42,64,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,20,24,29,22,44,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
