"L.AQ1","L.BR1","L.BR2","L.BR3","L.C1","L.C2","L.C3","L.C4","L.C5","L.C6","L.C7","L.C8","L.C9","L.CN1","L.CN2","L.CN3","L.DC1","L.DC2","L.DC3","L.DN1","L.DU1","L.DU2","L.DU3","L.EL1","L.EL2","L.EL3","L.HB1","L.HB2","L.HB3","L.HN1","L.HN2","L.HN3","L.KN1","L.KN2","L.KN3","L.MB1","L.MB2","L.MB3","L.MN1","L.MN2","L.MN3","L.NK1","L.NK2","L.NK3","L.PA1","L.PA2","L.PA3","L.PCR1","L.PE.B","L.PE1","L.PE2","L.PE3","L.RB1","L.RB2","L.RB3","L.RN1","L.RN2","L.RN3","L.SB1","L.SB2","L.SB3","L.SM1","L.SM2","L.SM3","L.SN1","L.SN2","L.SN3","L.SY1","L.SY2","L.SY3","L.TB1","L.TB2","L.TB3"
"Zotu3629",0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,15,0,0,0,0,0,0,0,0,0,0,2,1,1,4,7,2,7,10,6,6,2,5,10,14,14,15,15,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,1,0,2,0,0
"Zotu363",0,9,12,6,0,0,0,0,0,0,0,0,0,24,1,12,0,0,0,23,56,57,79,1515,1389,1807,0,0,0,0,0,0,0,2,0,1,2,2,2,4,0,4,2,2,6,13,4,0,308,0,2,0,97,121,125,50,136,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3630",0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,0,0,0,0,42,37,55,10,3,7,0,0,2,2,8,10,3,3,1,6,11,20,5,9,5,4,10,4,1,1,0,0,10,18,38,27,19,21,46,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,26,0,0,0,0,0,0,27,46,73,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3632",0,11,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,183,258,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,45,23,2,1,0,0,0,0,94,97,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3634",0,5,1,0,0,0,0,0,0,0,0,0,0,11,5,9,0,0,0,0,0,0,0,2,0,0,1,0,1,2,5,5,7,1,1,9,5,8,9,1,2,7,19,19,2,0,2,0,97,6,19,7,0,0,0,0,0,0,4,1,5,0,0,0,0,5,2,0,0,0,0,0,0
"Zotu3636",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,3,1,1,1,6,5,2,5,4,24,8,15,4,7,12,4,17,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,1,1,5,0,3,1,0,0,2,3,1,6,0,1,0
"Zotu3637",0,8,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,9,0,0,0,0,0,1,13,37,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Zotu3638",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,14,11,38,40,105,46,4,0,0,0,0,1,4,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zotu364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1144,1065,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,124,124,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu3642",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,13,17,15,4,3,1,5,1,0,19,20,15,12,28,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,3,2,0,0,1,1,2,1,0,1,9,0
"Zotu3643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,6,0,39,6,19,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,41,29,0,0,0,0,1,0,0,0,0
"Zotu3644",0,3,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,12,4,8,1,5,3,4,4,3,2,0,4,5,4,3,0,3,0,4,0,0,1,0,3,0,2,0,4,0,0,0,0,0,0,0,0,6,5,6,9,0,16,25,22,0,0,2,2,16,1
"Zotu3645",0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,72,41,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"Zotu3647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,87,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3648",0,1,0,3,0,0,0,0,0,0,0,0,0,3,16,19,0,0,0,0,0,0,0,0,0,0,6,9,19,12,6,2,2,9,4,18,3,16,21,19,45,12,8,16,0,3,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1
"Zotu3649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu365",4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3650",30,0,0,0,0,0,0,0,0,0,0,0,0,72,125,80,0,0,0,0,0,0,0,0,0,0,1,2,1,18,23,11,2,0,0,1,0,2,75,81,53,0,0,0,1,0,0,0,0,4,0,7,0,0,0,0,0,0,4,4,12,3,4,5,30,18,12,0,1,1,0,8,0
"Zotu3651",0,0,0,0,0,0,0,0,0,0,0,0,0,35,79,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3652",0,0,0,0,0,0,0,0,0,0,0,0,0,60,112,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,2,0,0,0,0,0,0
"Zotu3655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,3,7,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,5,15,4,4,15,28,15,2,2,4,0,0,0
"Zotu3656",0,0,0,0,0,0,0,0,0,0,0,0,0,38,73,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,12,8,0,0,0,0,0,0
"Zotu3657",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,16,0,0,0,0,0,0,40,53,49,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,26,0,0,0,11,4,4,0,4,2,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Zotu3659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,25,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,3562,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3660",0,12,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,7,6,0,2,0,0,0,13,11,38,5,35,9,0,0,0,0,0,0,0,0,0,0,0,2,2,13,2,2,7,0,0,0,0,0,0,0,0,0
"Zotu3661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,80,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,1,2,0,0,0,0,0,0
"Zotu3664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,6,9,0,0,0,0,0,0,0,12,0,9,11,6,13,6,9,0,0,5,0,0,0,0,1,0,0,0,30,25,34,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,45,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3666",0,0,0,0,0,0,0,0,0,0,0,0,0,66,84,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Zotu367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3670",0,0,0,0,0,0,0,0,0,0,0,0,0,40,93,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,71,87,144,153,296,179,0,0,4,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,4,57,68,116,0,0,0
"Zotu3673",0,0,0,0,0,0,0,0,0,0,0,0,0,50,71,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3674",0,0,0,0,0,0,0,0,0,0,0,0,0,88,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3678",1,2,1,1,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,4,0,0,0,4,0,2,3,0,3,1,0,3,0,1,1,0,5,18,18,59,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,3,1,2,0
"Zotu3679",0,1,1,0,0,0,0,0,0,0,0,0,0,29,50,14,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,3,4,8,4,0,0,0,0,0,0,0,0,0,2,3,4,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0
"Zotu3680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,2,44,50,30,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,132,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3682",0,0,0,0,0,0,0,0,0,0,0,0,0,28,99,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,13,17,21,3,0,0,0,0,0,0,0,0,0
"Zotu3683",0,0,0,0,0,0,0,0,0,0,0,0,0,39,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3684",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,17,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,156,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3688",0,0,0,0,0,0,0,0,0,0,0,0,0,68,61,44,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0
"Zotu3689",0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,16,23,15,0,0,1,2,1,1,34,68,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,5,3,1,0,2,1,0,2,1,0,0,0,0
"Zotu369",0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,12,0,0,0,0,1,1,0,0,3,0,1,2,0,4,7,9,18,21,6,1109,726,676,389,369,342,47,59,72,0,0,0,0,0,0,0,0,11,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3690",0,0,1,0,0,0,0,0,0,0,0,0,0,55,82,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,11,27,23,10,20,12,26,4,1,8,0,0,0
"Zotu3696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,17,34,30,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,3,0,0,0,0,0,0,0,0,4,1
"Zotu3699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,44,50,7,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu37",0,1115,893,988,0,0,0,0,0,0,0,0,0,526,1087,655,0,0,0,87,223,186,313,5381,4449,5853,0,0,0,0,0,3,144,208,117,128,101,110,20,46,30,617,747,1043,1306,2043,1558,0,744,709,1232,936,452,531,543,823,1595,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,7,0,0,2,0,0,0,4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,21,7,3,4,10,8,15,6,3,7,1,17,0
"Zotu3701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,31,66,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,38,73,0,0,3,0,0,0,3,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,5,0
"Zotu3703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3704",0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,1,1,0,0,0,27,83,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,162,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3706",0,0,0,0,0,0,0,0,0,0,0,0,0,100,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,5,7,6,15,0,0,0,0,0,0
"Zotu3708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,5,7,2,0,0,44,23,22,16,6,1,0,6,8,0,0,2,0,0,0,0,2,24,13,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
"Zotu3709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,61,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,17,16,12,1,1,1,0,0,0
"Zotu371",0,386,274,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,109,121,106,1,0,0,0,0,0,0,0,0,265,360,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,1061,556,151,124,169,352,527,672,0,0,0
"Zotu3710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,55,53,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,60,44,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,10,3,1,0,0,0,0,0,0
"Zotu3715",0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,42,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,4,1,2,1,0,0,2,3,6,0,0,1,0,0,0,0,0,0,0
"Zotu3716",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,27,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3717",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,9,11,5,0,0,0,0,0,2,0,0,0,0,8,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,5,10,0,0,2,0,0,0,18,20,36,0,0,0
"Zotu3718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,59,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3719",0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0
"Zotu372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,2344,482
"Zotu3720",167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,8,9,12,13,3,2,0,2,9,14,15,7,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,4,1,2,5,3,2,2,0,1,0
"Zotu3724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,93,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3725",0,0,0,0,0,0,0,0,0,0,0,0,0,13,129,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,79,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0
"Zotu373",0,1,1,4,0,0,0,0,0,0,0,0,0,144,216,96,0,0,0,0,0,0,0,0,0,0,112,103,185,329,632,444,180,207,191,283,99,158,645,772,648,708,906,1167,0,0,0,0,6,40,95,67,1,0,0,0,0,0,83,77,159,113,128,40,125,114,100,58,74,94,66,188,44
"Zotu3730",0,0,1,0,0,0,0,0,0,0,0,0,0,22,9,20,0,0,0,0,0,0,1,34,25,47,0,3,1,9,11,8,5,8,2,14,11,3,3,5,1,7,41,1,2,2,0,0,7,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42,88,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,62,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"Zotu3734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,90,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,18,14,20,12,20,34,19,2,6,12,0,1,0
"Zotu374",0,2493,2085,1880,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,6,12,0,0,0,0,0,1,917,962,741,1,0,1,9,13,15,1878,2622,3174,86,121,153,0,2,1,9,1,0,0,0,0,0,0,0,0,3,2,1,0,5,5,4,0,0,0,0,0,0
"Zotu3740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,0,0,0,0,0,0,0,0,0,0,0,8,2,16,16,26,10,26,34,29,6,12,10,0,0,0
