"L.AQ1","L.BR1","L.BR2","L.BR3","L.C1","L.C2","L.C3","L.C4","L.C5","L.C6","L.C7","L.C8","L.C9","L.CN1","L.CN2","L.CN3","L.DC1","L.DC2","L.DC3","L.DN1","L.DU1","L.DU2","L.DU3","L.EL1","L.EL2","L.EL3","L.HB1","L.HB2","L.HB3","L.HN1","L.HN2","L.HN3","L.KN1","L.KN2","L.KN3","L.MB1","L.MB2","L.MB3","L.MN1","L.MN2","L.MN3","L.NK1","L.NK2","L.NK3","L.PA1","L.PA2","L.PA3","L.PCR1","L.PE.B","L.PE1","L.PE2","L.PE3","L.RB1","L.RB2","L.RB3","L.RN1","L.RN2","L.RN3","L.SB1","L.SB2","L.SB3","L.SM1","L.SM2","L.SM3","L.SN1","L.SN2","L.SN3","L.SY1","L.SY2","L.SY3","L.TB1","L.TB2","L.TB3"
"Zotu3741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,23,11,12,2,18,15,5,9,4,7,0,2,0
"Zotu3742",0,3,2,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,5,28,26,31,0,0,1,2,1,0,5,3,1,3,5,1,9,3,5,4,14,11,1,0,1,0,12,1,4,1,6,7,11,10,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3743",0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,65,65,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu3744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,36,13,12,8,33,20,17,11,12,21,0,6,1
"Zotu3745",0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,30,32,47,9,6,13,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,2,18,1,5,3,0,0,2,9,5,0,0,0,1,2,3,1,1,0,3,1,4,0,0,0,0,0,0,3,0,2
"Zotu3747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,56,28,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3748",0,0,0,0,0,0,0,0,0,0,0,0,0,21,111,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3749",177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3752",0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,1,0,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,26,32,13,9,18,11,3,2,7,10,6,4
"Zotu3755",0,9,8,8,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,12,5,2,2,1,4,0,0,0,10,70,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,16,5,0,0,0,0,1,0,0,4,5
"Zotu3756",0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,37,0,0,0,0,18,21,24,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,14,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu376",0,13,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,78,127,0,0,0,0,0,0,1753,2076,1624,0,0,0,0,0,0,433,683,819,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3760",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,8,11,21,33,38,16,1,2,14,5,7,1,0,0,0
"Zotu3761",0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,37,61,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0
"Zotu3762",0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,10,49,44,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,0,7,0,12,17,23,26,64,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3766",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,29,13,33,0,0,0,0,0,0,0,1,4,1,0,1,2,0,0,0,0,0,5,0,1,0,1,2,3,0,2,5,7,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3769",230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu377",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,0,0,0,2,0,2,1,3,2,18,5,15,1,1,2,0,0,0,17,22,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,16,25,1,1,0,7,2,5,2,2,7,551,2502,412
"Zotu3771",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,7,5,13,15,2,4,5,0,0,0,18,14,9,0,0,0,0,0,0,0,0,0,12,12,10,0,0,3,23,17,0,0,1,0,0,0,0,0,0,7,10,5,0,0,0,0,0,0,0,0,0
"Zotu3772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zotu3773",167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3774",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,7,13,5,16,16,12,0,7,9,22,21,13,6,5,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,61,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,31,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu378",4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,12,18,5,22,19,23,2,3,10,13,35,6
"Zotu3781",0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,2,2,6,0,11,8,3,2,0,0,0,0,1,2,3,1,4,4,1,8,4,18,12,3,18,0,0,0,0,7,0,4,0,5,3,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,14,15,0,0,0,0,0,0,23,41,54,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3785",0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,23,19,41,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,2,2,11,0,9,0,0,0,7,1,5,10,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,73,0,2,0,8,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,0,0,1,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,17,96,19
"Zotu3789",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,1,0,0,0,0,1,0,3,1,5,9,2,3,5,1,20,20,37,0,5,30,0,0,3,0,1,0,0,0,12,27,40,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,2452,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3792",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,6,0,0,0,0,0,0,0,0,0
"Zotu3793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,18,25,9,14,5,8,5,5,13,13,12,2,3,1
"Zotu3794",148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,3,1,10,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,6,5,12,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3795",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,56,28,0,0,0,0,0,0
"Zotu3796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,25,0,0,0,0,1,0,0,0,0,26,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu38",0,3,5,2,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,3,2,2,2,0,1,1,0,0,5,6,9,3,2,8,0,2,0,0,2,1,0,0,0,1,0,4,5,5,5,7,3,5,6,4,1,2,3,10,40,4
"Zotu380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1301,1669,699,0,0,0,0,0,0,0,0,0
"Zotu3801",0,42,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,26,7,11,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,4,4,10,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0
"Zotu3803",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,37,13,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,7,4,0,0,0,0,2,0,6,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3804",0,6,0,2,0,0,0,0,0,0,0,0,0,10,1,9,0,0,0,0,0,1,2,0,0,7,0,2,2,0,6,2,5,3,0,0,1,1,3,3,0,15,5,12,1,8,0,0,0,3,3,4,1,0,0,0,2,0,3,0,0,1,9,4,11,6,11,0,0,0,2,1,2
"Zotu3805",0,2,0,0,0,0,0,0,0,0,0,0,0,2,47,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,21,21,0,0,0,0,0,3,16,36,43,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu381",0,4,2,3,0,0,0,0,0,0,0,0,0,399,791,396,0,0,0,0,17,9,19,7,1,3,260,251,413,461,685,515,0,0,0,48,24,25,61,50,67,32,44,20,3,0,3,0,0,3,7,6,1,4,0,5,3,5,156,138,311,134,195,81,44,37,44,108,139,211,5,22,10
"Zotu3811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,0,2,2,1,0,2,1,5,2,20,77,22
"Zotu3812",0,0,0,0,0,0,0,0,0,0,0,0,0,43,101,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,7,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3813",0,63,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3815",0,0,0,0,0,0,0,0,0,0,0,0,0,40,73,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,77,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,65,54,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3819",11,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,0,0,0,0,3,2,5,0,0,0,1,2,2,7,15,11,3,5,6,5,0,1,13,9,2,5,6,0,0,0,0,0,15,0,0,0,5,4,6,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
"Zotu382",0,0,0,0,0,0,0,0,0,0,0,0,0,11,68,16,0,0,0,0,0,0,0,0,0,0,161,225,339,303,567,497,7,13,14,356,214,249,633,683,675,65,83,80,0,0,0,0,1,4,9,11,238,256,313,0,1,0,106,101,201,141,160,92,95,62,51,28,93,145,29,76,19
"Zotu3821",0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,23,0,0,0,0,2,5,7,8,8,6,1,1,1,3,6,2,5,7,7,4,2,3,18,15,10,15,22,29,1,0,0,0,5,0,1,9,10,10,13,3,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Zotu3822",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3823",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,2,7,5,10,6,25,48,24,1,1,3,0,0,0
"Zotu3824",0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,4,1,5,32,72,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3829",0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,44,56,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Zotu3833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,36,52,2,0,2,0,2,0,0,0,0,4,2,4,6,3,2,6,0,5,7,2,0,0,1,2,0,5,0,1,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3,2,5,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,31,7,18,16,37,26,2,9,3,6,7,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,20,18,34,14,28,29,15,9,7,6,0,0,0
"Zotu384",0,753,679,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,45,17,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,281,437,390,0,0,0,0,0,209,322,274,2401,4213,3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3841",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,32,28,31,0,0,0,3,0,1,1,5,0,9,6,9,5,14,3,6,12,2,0,0,0,0,2,9,7,3,24,30,36,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,13,16,28,14,10,20,24,3,8,5,0,0,0
"Zotu3843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,5,0,1,33,52,14,0,0,0,1,0,0,1,5,0
"Zotu3844",0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,30,82,21
"Zotu3845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,103,81,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,91,0,0,0,0,0,0,0,0,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,19,0,0,0,0,0,0,0,2,7,31,26,11,0,0,0,0,0,1,2,4,4
"Zotu3849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,16,41,36,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"Zotu3850",0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,39,19,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3852",0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,43,18,32,0,0,0,0,0,1,0,0,0,10,0,2,9,3,3,0,2,2,2,1,7,0,4,0,0,0,6,7,5,9,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3853",0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,12,14,25,27,40,13,2,6,6,0,0,0,0,0,0
"Zotu3854",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,38,4,2,6,0,0,0,3,0,0,0,0,3,0,0,0,0,1,6,2,0,10,0,0,0,0,4,0,0,0,0,0,0,1,0,0,13,28,13,0,0,0,0,0,0,0,0,0
"Zotu3855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,4,10,3,4,1,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,4,0,1,14,4,1,5,6,3,16,21,31,0,0,0
"Zotu3856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,6,1,2,0,38,17,24,10,12,12,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3858",158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3859",0,0,0,0,0,0,0,0,0,0,0,0,0,37,108,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3860",0,0,0,0,0,0,0,0,0,0,0,0,0,41,72,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3861",0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,36,18,0,0,0,0,0,0,26,56,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
