"","V1","V2","V3","V4"
"1807",0.146,0.42,26,100
"1808",0.63,0.44,26,100
"1809",0.001,0.3,27,100
"1810",0.001,0.32,27,100
"1811",0.001,0.34,27,100
"1812",0.003,0.36,27,100
"1813",0.019,0.38,27,100
"1814",0.013,0.4,27,100
"1815",0.285,0.42,27,100
"1816",0.251,0.44,27,100
"1817",0.001,0.3,28,100
"1818",0.001,0.32,28,100
"1819",0.001,0.34,28,100
"1820",0.005,0.36,28,100
"1821",0.005,0.38,28,100
"1822",0.046,0.4,28,100
"1823",0.128,0.42,28,100
"1824",0.369,0.44,28,100
"1825",0.001,0.3,29,100
"1826",0.001,0.32,29,100
"1827",0.001,0.34,29,100
"1828",0.001,0.36,29,100
"1829",0.002,0.38,29,100
"1830",0.006,0.4,29,100
"1831",0.269,0.42,29,100
"1832",0.008,0.44,29,100
"1833",0.001,0.3,30,100
"1834",0.001,0.32,30,100
"1835",0.001,0.34,30,100
"1836",0.006,0.36,30,100
"1837",0.006,0.38,30,100
"1838",0.043,0.4,30,100
"1839",0.364,0.42,30,100
"1840",0.628,0.44,30,100
"1841",0.001,0.3,31,100
"1842",0.001,0.32,31,100
"1843",0.001,0.34,31,100
"1844",0.001,0.36,31,100
"1845",0.002,0.38,31,100
"1846",0.068,0.4,31,100
"1847",0.034,0.42,31,100
"1848",0.047,0.44,31,100
"1849",0.001,0.3,32,100
"1850",0.001,0.32,32,100
"1851",0.001,0.34,32,100
"1852",0.001,0.36,32,100
"1853",0.102,0.38,32,100
"1854",0.001,0.4,32,100
"1855",0.012,0.42,32,100
"1856",0.003,0.44,32,100
"1857",0.001,0.3,33,100
"1858",0.001,0.32,33,100
"1859",0.001,0.34,33,100
"1860",0.001,0.36,33,100
"1861",0.001,0.38,33,100
"1862",0.014,0.4,33,100
"1863",0.133,0.42,33,100
"1864",0.021,0.44,33,100
"1865",0.001,0.3,34,100
"1866",0.001,0.32,34,100
"1867",0.001,0.34,34,100
"1868",0.001,0.36,34,100
"1869",0.007,0.38,34,100
"1870",0.312,0.4,34,100
"1871",0.124,0.42,34,100
"1872",0.314,0.44,34,100
"1873",0.001,0.3,35,100
"1874",0.001,0.32,35,100
"1875",0.001,0.34,35,100
"1876",0.001,0.36,35,100
"1877",0.001,0.38,35,100
"1878",0.095,0.4,35,100
"1879",0.205,0.42,35,100
"1880",0.039,0.44,35,100
"1881",0.001,0.3,36,100
"1882",0.001,0.32,36,100
"1883",0.001,0.34,36,100
"1884",0.001,0.36,36,100
"1885",0.001,0.38,36,100
"1886",0.054,0.4,36,100
"1887",0.158,0.42,36,100
"1888",0.383,0.44,36,100
"1889",0.001,0.3,37,100
"1890",0.001,0.32,37,100
"1891",0.001,0.34,37,100
"1892",0.001,0.36,37,100
"1893",0.001,0.38,37,100
"1894",0.168,0.4,37,100
"1895",0.153,0.42,37,100
"1896",0.04,0.44,37,100
"1897",0.001,0.3,38,100
"1898",0.001,0.32,38,100
"1899",0.001,0.34,38,100
"1900",0.001,0.36,38,100
"1901",0.001,0.38,38,100
"1902",0.001,0.4,38,100
"1903",0.441,0.42,38,100
"1904",0.426,0.44,38,100
"1905",0.001,0.3,39,100
"1906",0.001,0.32,39,100
"1907",0.001,0.34,39,100
"1908",0.001,0.36,39,100
"1909",0.004,0.38,39,100
"1910",0.001,0.4,39,100
"1911",0.226,0.42,39,100
"1912",0.273,0.44,39,100
"1913",0.001,0.3,40,100
"1914",0.001,0.32,40,100
"1915",0.001,0.34,40,100
"1916",0.022,0.36,40,100
"1917",0.003,0.38,40,100
"1918",0.013,0.4,40,100
"1919",0.444,0.42,40,100
"1920",0.322,0.44,40,100
"1921",0.001,0.3,41,100
"1922",0.001,0.32,41,100
"1923",0.001,0.34,41,100
"1924",0.007,0.36,41,100
"1925",0.001,0.38,41,100
"1926",0.246,0.4,41,100
"1927",0.192,0.42,41,100
"1928",0.068,0.44,41,100
"1929",0.001,0.3,42,100
"1930",0.001,0.32,42,100
"1931",0.001,0.34,42,100
"1932",0.001,0.36,42,100
"1933",0.001,0.38,42,100
"1934",0.05,0.4,42,100
"1935",0.086,0.42,42,100
"1936",0.021,0.44,42,100
"1937",0.001,0.3,43,100
"1938",0.001,0.32,43,100
"1939",0.002,0.34,43,100
"1940",0.001,0.36,43,100
"1941",0.009,0.38,43,100
"1942",0.183,0.4,43,100
"1943",0.005,0.42,43,100
"1944",0.638,0.44,43,100
"1945",0.001,0.3,44,100
"1946",0.001,0.32,44,100
"1947",0.001,0.34,44,100
"1948",0.021,0.36,44,100
"1949",0.152,0.38,44,100
"1950",0.018,0.4,44,100
"1951",0.054,0.42,44,100
"1952",0.143,0.44,44,100
"1953",0.001,0.3,45,100
"1954",0.001,0.32,45,100
"1955",0.001,0.34,45,100
"1956",0.005,0.36,45,100
"1957",0.03,0.38,45,100
"1958",0.504,0.4,45,100
"1959",0.217,0.42,45,100
"1960",0.004,0.44,45,100
"1961",0.001,0.3,46,100
"1962",0.001,0.32,46,100
"1963",0.001,0.34,46,100
"1964",0.001,0.36,46,100
"1965",0.001,0.38,46,100
"1966",0.004,0.4,46,100
"1967",0.119,0.42,46,100
"1968",0.662,0.44,46,100
"1969",0.001,0.3,47,100
"1970",0.001,0.32,47,100
"1971",0.001,0.34,47,100
"1972",0.001,0.36,47,100
"1973",0.006,0.38,47,100
"1974",0.01,0.4,47,100
"1975",0.594,0.42,47,100
"1976",0.451,0.44,47,100
"1977",0.001,0.3,48,100
"1978",0.001,0.32,48,100
"1979",0.001,0.34,48,100
"1980",0.001,0.36,48,100
"1981",0.006,0.38,48,100
"1982",0.002,0.4,48,100
"1983",0.249,0.42,48,100
"1984",0.897,0.44,48,100
"1985",0.001,0.3,49,100
"1986",0.001,0.32,49,100
"1987",0.001,0.34,49,100
"1988",0.001,0.36,49,100
"1989",0.001,0.38,49,100
"1990",0.002,0.4,49,100
"1991",0.247,0.42,49,100
"1992",0.67,0.44,49,100
"1993",0.001,0.3,50,100
"1994",0.001,0.32,50,100
"1995",0.001,0.34,50,100
"1996",0.001,0.36,50,100
"1997",0.001,0.38,50,100
"1998",0.095,0.4,50,100
"1999",0.362,0.42,50,100
"2000",0.178,0.44,50,100
"2001",0.001,0.3,51,100
"2002",0.001,0.32,51,100
"2003",0.001,0.34,51,100
"2004",0.004,0.36,51,100
"2005",0.003,0.38,51,100
"2006",0.021,0.4,51,100
"2007",0.045,0.42,51,100
"2008",0.087,0.44,51,100
"2009",0.001,0.3,52,100
"2010",0.001,0.32,52,100
"2011",0.001,0.34,52,100
"2012",0.001,0.36,52,100
"2013",0.002,0.38,52,100
"2014",0.001,0.4,52,100
"2015",0.379,0.42,52,100
"2016",0.192,0.44,52,100
"2017",0.001,0.3,53,100
"2018",0.001,0.32,53,100
"2019",0.001,0.34,53,100
"2020",0.001,0.36,53,100
"2021",0.109,0.38,53,100
"2022",0.019,0.4,53,100
"2023",0.077,0.42,53,100
"2024",0.137,0.44,53,100
"2025",0.001,0.3,54,100
"2026",0.001,0.32,54,100
"2027",0.001,0.34,54,100
"2028",0.003,0.36,54,100
"2029",0.001,0.38,54,100
"2030",0.016,0.4,54,100
"2031",0.071,0.42,54,100
"2032",0.426,0.44,54,100
"2033",0.001,0.3,55,100
"2034",0.001,0.32,55,100
"2035",0.001,0.34,55,100
"2036",0.003,0.36,55,100
"2037",0.009,0.38,55,100
"2038",0.01,0.4,55,100
"2039",0.753,0.42,55,100
"2040",0.167,0.44,55,100
"2041",0.001,0.3,56,100
"2042",0.001,0.32,56,100
"2043",0.001,0.34,56,100
"2044",0.001,0.36,56,100
"2045",0.002,0.38,56,100
"2046",0.029,0.4,56,100
"2047",0.004,0.42,56,100
"2048",0.348,0.44,56,100
"2049",0.001,0.3,57,100
"2050",0.001,0.32,57,100
"2051",0.001,0.34,57,100
"2052",0.002,0.36,57,100
"2053",0.024,0.38,57,100
"2054",0.006,0.4,57,100
"2055",0.127,0.42,57,100
"2056",0.047,0.44,57,100
"2057",0.001,0.3,58,100
"2058",0.001,0.32,58,100
"2059",0.001,0.34,58,100
"2060",0.001,0.36,58,100
"2061",0.004,0.38,58,100
"2062",0.025,0.4,58,100
"2063",0.107,0.42,58,100
"2064",0.207,0.44,58,100
"2065",0.001,0.3,59,100
"2066",0.001,0.32,59,100
"2067",0.001,0.34,59,100
"2068",0.007,0.36,59,100
"2069",0.37,0.38,59,100
"2070",0.014,0.4,59,100
"2071",0.156,0.42,59,100
"2072",0.46,0.44,59,100
"2073",0.001,0.3,60,100
"2074",0.001,0.32,60,100
"2075",0.001,0.34,60,100
"2076",0.001,0.36,60,100
"2077",0.036,0.38,60,100
"2078",0.018,0.4,60,100
"2079",0.05,0.42,60,100
"2080",0.259,0.44,60,100
"2081",0.001,0.3,61,100
"2082",0.001,0.32,61,100
"2083",0.001,0.34,61,100
"2084",0.001,0.36,61,100
"2085",0.019,0.38,61,100
"2086",0.011,0.4,61,100
"2087",0.134,0.42,61,100
"2088",0.539,0.44,61,100
"2089",0.001,0.3,62,100
"2090",0.001,0.32,62,100
"2091",0.001,0.34,62,100
"2092",0.002,0.36,62,100
"2093",0.004,0.38,62,100
"2094",0.075,0.4,62,100
"2095",0.024,0.42,62,100
"2096",0.408,0.44,62,100
"2097",0.001,0.3,63,100
"2098",0.001,0.32,63,100
"2099",0.001,0.34,63,100
"2100",0.006,0.36,63,100
"2101",0.001,0.38,63,100
"2102",0.121,0.4,63,100
"2103",0.019,0.42,63,100
"2104",0.104,0.44,63,100
"2105",0.001,0.3,64,100
"2106",0.001,0.32,64,100
"2107",0.001,0.34,64,100
"2108",0.001,0.36,64,100
"2109",0.042,0.38,64,100
"2110",0.023,0.4,64,100
"2111",0.161,0.42,64,100
"2112",0.286,0.44,64,100
"2113",0.001,0.3,65,100
"2114",0.001,0.32,65,100
"2115",0.001,0.34,65,100
"2116",0.003,0.36,65,100
"2117",0.001,0.38,65,100
"2118",0.005,0.4,65,100
"2119",0.226,0.42,65,100
"2120",0.108,0.44,65,100
"2121",0.001,0.3,66,100
"2122",0.001,0.32,66,100
"2123",0.001,0.34,66,100
"2124",0.001,0.36,66,100
"2125",0.001,0.38,66,100
"2126",0.006,0.4,66,100
"2127",0.004,0.42,66,100
"2128",0.016,0.44,66,100
"2129",0.001,0.3,67,100
"2130",0.001,0.32,67,100
"2131",0.001,0.34,67,100
"2132",0.001,0.36,67,100
"2133",0.001,0.38,67,100
"2134",0.017,0.4,67,100
"2135",0.07,0.42,67,100
"2136",0.611,0.44,67,100
"2137",0.001,0.3,68,100
"2138",0.001,0.32,68,100
"2139",0.002,0.34,68,100
"2140",0.005,0.36,68,100
"2141",0.203,0.38,68,100
"2142",0.011,0.4,68,100
"2143",0.034,0.42,68,100
"2144",0.741,0.44,68,100
"2145",0.001,0.3,69,100
"2146",0.001,0.32,69,100
"2147",0.001,0.34,69,100
"2148",0.001,0.36,69,100
"2149",0.007,0.38,69,100
"2150",0.611,0.4,69,100
"2151",0.193,0.42,69,100
"2152",0.687,0.44,69,100
"2153",0.001,0.3,70,100
"2154",0.001,0.32,70,100
"2155",0.001,0.34,70,100
"2156",0.001,0.36,70,100
"2157",0.001,0.38,70,100
"2158",0.037,0.4,70,100
"2159",0.156,0.42,70,100
"2160",0.073,0.44,70,100
"2161",0.001,0.3,71,100
"2162",0.001,0.32,71,100
"2163",0.001,0.34,71,100
"2164",0.004,0.36,71,100
"2165",0.002,0.38,71,100
"2166",0.084,0.4,71,100
"2167",0.038,0.42,71,100
"2168",0.583,0.44,71,100
"2169",0.001,0.3,72,100
"2170",0.001,0.32,72,100
"2171",0.001,0.34,72,100
"2172",0.001,0.36,72,100
"2173",0.008,0.38,72,100
"2174",0.103,0.4,72,100
"2175",0.057,0.42,72,100
"2176",0.935,0.44,72,100
"2177",0.001,0.3,73,100
"2178",0.001,0.32,73,100
"2179",0.002,0.34,73,100
"2180",0.005,0.36,73,100
"2181",0.012,0.38,73,100
"2182",0.001,0.4,73,100
"2183",0.059,0.42,73,100
"2184",0.092,0.44,73,100
"2185",0.001,0.3,74,100
"2186",0.001,0.32,74,100
"2187",0.001,0.34,74,100
"2188",0.075,0.36,74,100
"2189",0.001,0.38,74,100
"2190",0.004,0.4,74,100
"2191",0.023,0.42,74,100
"2192",0.439,0.44,74,100
"2193",0.001,0.3,75,100
"2194",0.001,0.32,75,100
"2195",0.001,0.34,75,100
"2196",0.001,0.36,75,100
"2197",0.06,0.38,75,100
"2198",0.016,0.4,75,100
"2199",0.14,0.42,75,100
"2200",0.034,0.44,75,100
"2201",0.001,0.3,76,100
"2202",0.001,0.32,76,100
"2203",0.001,0.34,76,100
"2204",0.001,0.36,76,100
"2205",0.001,0.38,76,100
"2206",0.118,0.4,76,100
"2207",0.058,0.42,76,100
"2208",0.317,0.44,76,100
"2209",0.001,0.3,77,100
"2210",0.001,0.32,77,100
"2211",0.005,0.34,77,100
"2212",0.002,0.36,77,100
"2213",0.001,0.38,77,100
"2214",0.145,0.4,77,100
"2215",0.058,0.42,77,100
"2216",0.076,0.44,77,100
"2217",0.001,0.3,78,100
"2218",0.001,0.32,78,100
"2219",0.001,0.34,78,100
"2220",0.001,0.36,78,100
"2221",0.114,0.38,78,100
"2222",0.924,0.4,78,100
"2223",0.155,0.42,78,100
"2224",0.069,0.44,78,100
"2225",0.001,0.3,79,100
"2226",0.001,0.32,79,100
"2227",0.001,0.34,79,100
"2228",0.002,0.36,79,100
"2229",0.001,0.38,79,100
"2230",0.003,0.4,79,100
"2231",0.023,0.42,79,100
"2232",0.038,0.44,79,100
"2233",0.001,0.3,80,100
"2234",0.001,0.32,80,100
"2235",0.001,0.34,80,100
"2236",0.001,0.36,80,100
"2237",0.001,0.38,80,100
"2238",0.004,0.4,80,100
"2239",0.567,0.42,80,100
"2240",0.48,0.44,80,100
"2241",0.001,0.3,81,100
"2242",0.001,0.32,81,100
"2243",0.001,0.34,81,100
"2244",0.007,0.36,81,100
"2245",0.001,0.38,81,100
"2246",0.265,0.4,81,100
"2247",0.23,0.42,81,100
"2248",0.7,0.44,81,100
"2249",0.001,0.3,82,100
"2250",0.001,0.32,82,100
"2251",0.001,0.34,82,100
"2252",0.001,0.36,82,100
"2253",0.022,0.38,82,100
"2254",0.001,0.4,82,100
"2255",0.056,0.42,82,100
"2256",0.016,0.44,82,100
"2257",0.001,0.3,83,100
"2258",0.001,0.32,83,100
"2259",0.001,0.34,83,100
"2260",0.001,0.36,83,100
"2261",0.003,0.38,83,100
"2262",0.016,0.4,83,100
"2263",0.1,0.42,83,100
"2264",0.192,0.44,83,100
"2265",0.001,0.3,84,100
"2266",0.002,0.32,84,100
"2267",0.001,0.34,84,100
"2268",0.001,0.36,84,100
"2269",0.001,0.38,84,100
"2270",0.388,0.4,84,100
"2271",0.01,0.42,84,100
"2272",0.356,0.44,84,100
"2273",0.001,0.3,85,100
"2274",0.001,0.32,85,100
"2275",0.001,0.34,85,100
"2276",0.004,0.36,85,100
"2277",0.001,0.38,85,100
"2278",0.002,0.4,85,100
"2279",0.002,0.42,85,100
"2280",0.238,0.44,85,100
"2281",0.001,0.3,86,100
"2282",0.001,0.32,86,100
"2283",0.001,0.34,86,100
"2284",0.001,0.36,86,100
"2285",0.006,0.38,86,100
"2286",0.004,0.4,86,100
"2287",0.18,0.42,86,100
"2288",0.327,0.44,86,100
"2289",0.001,0.3,87,100
"2290",0.001,0.32,87,100
"2291",0.001,0.34,87,100
"2292",0.001,0.36,87,100
"2293",0.001,0.38,87,100
"2294",0.001,0.4,87,100
"2295",0.594,0.42,87,100
"2296",0.92,0.44,87,100
"2297",0.001,0.3,88,100
"2298",0.001,0.32,88,100
"2299",0.004,0.34,88,100
"2300",0.001,0.36,88,100
"2301",0.003,0.38,88,100
"2302",0.035,0.4,88,100
"2303",0.425,0.42,88,100
"2304",0.652,0.44,88,100
"2305",0.001,0.3,89,100
"2306",0.001,0.32,89,100
"2307",0.001,0.34,89,100
"2308",0.001,0.36,89,100
"2309",0.001,0.38,89,100
"2310",0.098,0.4,89,100
"2311",0.288,0.42,89,100
"2312",0.539,0.44,89,100
"2313",0.001,0.3,90,100
"2314",0.001,0.32,90,100
"2315",0.001,0.34,90,100
"2316",0.001,0.36,90,100
"2317",0.002,0.38,90,100
"2318",0.062,0.4,90,100
"2319",0.017,0.42,90,100
"2320",0.07,0.44,90,100
"2321",0.001,0.3,91,100
"2322",0.001,0.32,91,100
"2323",0.001,0.34,91,100
"2324",0.002,0.36,91,100
"2325",0.005,0.38,91,100
"2326",0.017,0.4,91,100
"2327",0.036,0.42,91,100
"2328",0.277,0.44,91,100
"2329",0.001,0.3,92,100
"2330",0.001,0.32,92,100
"2331",0.001,0.34,92,100
"2332",0.001,0.36,92,100
"2333",0.005,0.38,92,100
"2334",0.065,0.4,92,100
"2335",0.386,0.42,92,100
"2336",0.222,0.44,92,100
"2337",0.001,0.3,93,100
"2338",0.001,0.32,93,100
"2339",0.001,0.34,93,100
"2340",0.001,0.36,93,100
"2341",0.12,0.38,93,100
"2342",0.002,0.4,93,100
"2343",0.004,0.42,93,100
"2344",0.22,0.44,93,100
"2345",0.001,0.3,94,100
"2346",0.001,0.32,94,100
"2347",0.001,0.34,94,100
"2348",0.001,0.36,94,100
"2349",0.01,0.38,94,100
"2350",0.192,0.4,94,100
"2351",0.088,0.42,94,100
"2352",0.344,0.44,94,100
"2353",0.001,0.3,95,100
"2354",0.001,0.32,95,100
"2355",0.001,0.34,95,100
"2356",0.001,0.36,95,100
"2357",0.001,0.38,95,100
"2358",0.355,0.4,95,100
"2359",0.495,0.42,95,100
"2360",0.067,0.44,95,100
"2361",0.001,0.3,96,100
"2362",0.001,0.32,96,100
"2363",0.001,0.34,96,100
"2364",0.001,0.36,96,100
"2365",0.001,0.38,96,100
"2366",0.003,0.4,96,100
"2367",0.399,0.42,96,100
"2368",0.95,0.44,96,100
"2369",0.001,0.3,97,100
"2370",0.001,0.32,97,100
"2371",0.001,0.34,97,100
"2372",0.001,0.36,97,100
"2373",0.006,0.38,97,100
"2374",0.2,0.4,97,100
"2375",0.315,0.42,97,100
"2376",0.997,0.44,97,100
"2377",0.001,0.3,98,100
"2378",0.001,0.32,98,100
"2379",0.001,0.34,98,100
"2380",0.002,0.36,98,100
"2381",0.019,0.38,98,100
"2382",0.002,0.4,98,100
"2383",0.337,0.42,98,100
"2384",0.058,0.44,98,100
"2385",0.001,0.3,99,100
"2386",0.001,0.32,99,100
"2387",0.001,0.34,99,100
"2388",0.001,0.36,99,100
"2389",0.018,0.38,99,100
"2390",0.01,0.4,99,100
"2391",0.187,0.42,99,100
"2392",0.517,0.44,99,100
"2393",0.001,0.3,100,100
"2394",0.001,0.32,100,100
"2395",0.001,0.34,100,100
"2396",0.001,0.36,100,100
"2397",0.001,0.38,100,100
"2398",0.002,0.4,100,100
"2399",0.029,0.42,100,100
"2400",0.628,0.44,100,100
"2401",0.001,0.3,1,500
"2402",0.001,0.32,1,500
"2403",0.001,0.34,1,500
"2404",0.001,0.36,1,500
"2405",0.001,0.38,1,500
"2406",0.001,0.4,1,500
"2407",0.022,0.42,1,500
"2408",0.084,0.44,1,500
"2409",0.001,0.3,2,500
"2410",0.001,0.32,2,500
"2411",0.001,0.34,2,500
"2412",0.001,0.36,2,500
"2413",0.001,0.38,2,500
"2414",0.003,0.4,2,500
"2415",0.001,0.42,2,500
"2416",0.001,0.44,2,500
"2417",0.001,0.3,3,500
"2418",0.001,0.32,3,500
"2419",0.001,0.34,3,500
"2420",0.001,0.36,3,500
"2421",0.001,0.38,3,500
"2422",0.001,0.4,3,500
"2423",0.009,0.42,3,500
"2424",0.032,0.44,3,500
"2425",0.001,0.3,4,500
"2426",0.001,0.32,4,500
"2427",0.001,0.34,4,500
"2428",0.001,0.36,4,500
"2429",0.001,0.38,4,500
"2430",0.001,0.4,4,500
"2431",0.001,0.42,4,500
"2432",0.002,0.44,4,500
"2433",0.001,0.3,5,500
"2434",0.001,0.32,5,500
"2435",0.001,0.34,5,500
"2436",0.001,0.36,5,500
"2437",0.001,0.38,5,500
"2438",0.004,0.4,5,500
"2439",0.001,0.42,5,500
"2440",0.093,0.44,5,500
"2441",0.001,0.3,6,500
"2442",0.001,0.32,6,500
"2443",0.001,0.34,6,500
"2444",0.001,0.36,6,500
"2445",0.001,0.38,6,500
"2446",0.001,0.4,6,500
"2447",0.001,0.42,6,500
"2448",0.006,0.44,6,500
"2449",0.001,0.3,7,500
"2450",0.001,0.32,7,500
"2451",0.001,0.34,7,500
"2452",0.001,0.36,7,500
"2453",0.001,0.38,7,500
"2454",0.001,0.4,7,500
"2455",0.001,0.42,7,500
"2456",0.545,0.44,7,500
"2457",0.001,0.3,8,500
"2458",0.001,0.32,8,500
"2459",0.001,0.34,8,500
"2460",0.001,0.36,8,500
"2461",0.001,0.38,8,500
"2462",0.001,0.4,8,500
"2463",0.001,0.42,8,500
"2464",0.004,0.44,8,500
"2465",0.001,0.3,9,500
"2466",0.001,0.32,9,500
"2467",0.001,0.34,9,500
"2468",0.001,0.36,9,500
"2469",0.001,0.38,9,500
"2470",0.001,0.4,9,500
"2471",0.012,0.42,9,500
"2472",0.061,0.44,9,500
"2473",0.001,0.3,10,500
"2474",0.001,0.32,10,500
"2475",0.001,0.34,10,500
"2476",0.001,0.36,10,500
"2477",0.001,0.38,10,500
"2478",0.001,0.4,10,500
"2479",0.002,0.42,10,500
"2480",0.008,0.44,10,500
"2481",0.001,0.3,11,500
"2482",0.001,0.32,11,500
"2483",0.001,0.34,11,500
"2484",0.001,0.36,11,500
"2485",0.001,0.38,11,500
"2486",0.001,0.4,11,500
"2487",0.007,0.42,11,500
"2488",0.01,0.44,11,500
"2489",0.001,0.3,12,500
"2490",0.001,0.32,12,500
"2491",0.001,0.34,12,500
"2492",0.001,0.36,12,500
"2493",0.001,0.38,12,500
"2494",0.001,0.4,12,500
"2495",0.007,0.42,12,500
"2496",0.015,0.44,12,500
"2497",0.001,0.3,13,500
"2498",0.001,0.32,13,500
"2499",0.001,0.34,13,500
"2500",0.001,0.36,13,500
"2501",0.001,0.38,13,500
"2502",0.001,0.4,13,500
"2503",0.02,0.42,13,500
"2504",0.001,0.44,13,500
"2505",0.001,0.3,14,500
"2506",0.001,0.32,14,500
"2507",0.001,0.34,14,500
"2508",0.001,0.36,14,500
"2509",0.001,0.38,14,500
"2510",0.001,0.4,14,500
"2511",0.004,0.42,14,500
"2512",0.012,0.44,14,500
"2513",0.001,0.3,15,500
"2514",0.001,0.32,15,500
"2515",0.001,0.34,15,500
"2516",0.001,0.36,15,500
"2517",0.001,0.38,15,500
"2518",0.001,0.4,15,500
"2519",0.001,0.42,15,500
"2520",0.138,0.44,15,500
"2521",0.001,0.3,16,500
"2522",0.001,0.32,16,500
"2523",0.001,0.34,16,500
"2524",0.001,0.36,16,500
"2525",0.001,0.38,16,500
"2526",0.001,0.4,16,500
"2527",0.001,0.42,16,500
"2528",0.041,0.44,16,500
"2529",0.001,0.3,17,500
"2530",0.001,0.32,17,500
"2531",0.001,0.34,17,500
"2532",0.001,0.36,17,500
"2533",0.001,0.38,17,500
"2534",0.001,0.4,17,500
"2535",0.001,0.42,17,500
"2536",0.029,0.44,17,500
"2537",0.001,0.3,18,500
"2538",0.001,0.32,18,500
"2539",0.001,0.34,18,500
"2540",0.001,0.36,18,500
"2541",0.001,0.38,18,500
"2542",0.001,0.4,18,500
"2543",0.004,0.42,18,500
"2544",0.068,0.44,18,500
"2545",0.001,0.3,19,500
"2546",0.001,0.32,19,500
"2547",0.001,0.34,19,500
"2548",0.001,0.36,19,500
"2549",0.001,0.38,19,500
"2550",0.001,0.4,19,500
"2551",0.018,0.42,19,500
"2552",0.701,0.44,19,500
"2553",0.001,0.3,20,500
"2554",0.001,0.32,20,500
"2555",0.001,0.34,20,500
"2556",0.001,0.36,20,500
"2557",0.001,0.38,20,500
"2558",0.001,0.4,20,500
"2559",0.001,0.42,20,500
"2560",0.061,0.44,20,500
"2561",0.001,0.3,21,500
"2562",0.001,0.32,21,500
"2563",0.001,0.34,21,500
"2564",0.001,0.36,21,500
"2565",0.001,0.38,21,500
"2566",0.001,0.4,21,500
"2567",0.006,0.42,21,500
"2568",0.001,0.44,21,500
"2569",0.001,0.3,22,500
"2570",0.001,0.32,22,500
"2571",0.001,0.34,22,500
"2572",0.001,0.36,22,500
"2573",0.001,0.38,22,500
"2574",0.001,0.4,22,500
"2575",0.002,0.42,22,500
"2576",0.277,0.44,22,500
"2577",0.001,0.3,23,500
"2578",0.001,0.32,23,500
"2579",0.001,0.34,23,500
"2580",0.001,0.36,23,500
"2581",0.001,0.38,23,500
"2582",0.001,0.4,23,500
"2583",0.013,0.42,23,500
"2584",0.02,0.44,23,500
"2585",0.001,0.3,24,500
"2586",0.001,0.32,24,500
"2587",0.001,0.34,24,500
"2588",0.001,0.36,24,500
"2589",0.001,0.38,24,500
"2590",0.009,0.4,24,500
"2591",0.001,0.42,24,500
"2592",0.053,0.44,24,500
"2593",0.001,0.3,25,500
"2594",0.001,0.32,25,500
"2595",0.001,0.34,25,500
"2596",0.001,0.36,25,500
"2597",0.001,0.38,25,500
"2598",0.003,0.4,25,500
"2599",0.016,0.42,25,500
"2600",0.005,0.44,25,500
"2601",0.001,0.3,26,500
"2602",0.001,0.32,26,500
"2603",0.001,0.34,26,500
"2604",0.001,0.36,26,500
"2605",0.001,0.38,26,500
"2606",0.004,0.4,26,500
"2607",0.035,0.42,26,500
"2608",0.107,0.44,26,500
"2609",0.001,0.3,27,500
"2610",0.001,0.32,27,500
"2611",0.001,0.34,27,500
"2612",0.001,0.36,27,500
"2613",0.001,0.38,27,500
"2614",0.001,0.4,27,500
"2615",0.002,0.42,27,500
"2616",0.161,0.44,27,500
"2617",0.001,0.3,28,500
"2618",0.001,0.32,28,500
"2619",0.001,0.34,28,500
"2620",0.001,0.36,28,500
"2621",0.001,0.38,28,500
"2622",0.016,0.4,28,500
"2623",0.018,0.42,28,500
"2624",0.013,0.44,28,500
"2625",0.001,0.3,29,500
"2626",0.001,0.32,29,500
"2627",0.001,0.34,29,500
"2628",0.001,0.36,29,500
"2629",0.001,0.38,29,500
"2630",0.001,0.4,29,500
"2631",0.002,0.42,29,500
"2632",0.076,0.44,29,500
"2633",0.001,0.3,30,500
"2634",0.001,0.32,30,500
"2635",0.001,0.34,30,500
"2636",0.001,0.36,30,500
"2637",0.001,0.38,30,500
"2638",0.001,0.4,30,500
"2639",0.076,0.42,30,500
"2640",0.478,0.44,30,500
"2641",0.001,0.3,31,500
"2642",0.001,0.32,31,500
"2643",0.001,0.34,31,500
"2644",0.001,0.36,31,500
"2645",0.001,0.38,31,500
"2646",0.001,0.4,31,500
"2647",0.001,0.42,31,500
"2648",0.365,0.44,31,500
"2649",0.001,0.3,32,500
"2650",0.001,0.32,32,500
"2651",0.001,0.34,32,500
"2652",0.001,0.36,32,500
"2653",0.001,0.38,32,500
"2654",0.001,0.4,32,500
"2655",0.001,0.42,32,500
"2656",0.09,0.44,32,500
"2657",0.001,0.3,33,500
"2658",0.001,0.32,33,500
"2659",0.001,0.34,33,500
"2660",0.001,0.36,33,500
"2661",0.001,0.38,33,500
"2662",0.001,0.4,33,500
"2663",0.001,0.42,33,500
"2664",0.098,0.44,33,500
"2665",0.001,0.3,34,500
"2666",0.001,0.32,34,500
"2667",0.001,0.34,34,500
"2668",0.001,0.36,34,500
"2669",0.001,0.38,34,500
"2670",0.001,0.4,34,500
"2671",0.001,0.42,34,500
"2672",0.003,0.44,34,500
"2673",0.001,0.3,35,500
"2674",0.001,0.32,35,500
"2675",0.001,0.34,35,500
"2676",0.001,0.36,35,500
"2677",0.001,0.38,35,500
"2678",0.001,0.4,35,500
"2679",0.001,0.42,35,500
"2680",0.044,0.44,35,500
