"","V1","V2","V3","V4"
"4356",0.001,0.36,45,2000
"4357",0.001,0.38,45,2000
"4358",0.001,0.4,45,2000
"4359",0.001,0.42,45,2000
"4360",0.008,0.44,45,2000
"4361",0.001,0.3,46,2000
"4362",0.001,0.32,46,2000
"4363",0.001,0.34,46,2000
"4364",0.001,0.36,46,2000
"4365",0.001,0.38,46,2000
"4366",0.001,0.4,46,2000
"4367",0.001,0.42,46,2000
"4368",0.004,0.44,46,2000
"4369",0.001,0.3,47,2000
"4370",0.001,0.32,47,2000
"4371",0.001,0.34,47,2000
"4372",0.001,0.36,47,2000
"4373",0.001,0.38,47,2000
"4374",0.001,0.4,47,2000
"4375",0.001,0.42,47,2000
"4376",0.002,0.44,47,2000
"4377",0.001,0.3,48,2000
"4378",0.001,0.32,48,2000
"4379",0.001,0.34,48,2000
"4380",0.001,0.36,48,2000
"4381",0.001,0.38,48,2000
"4382",0.001,0.4,48,2000
"4383",0.001,0.42,48,2000
"4384",0.001,0.44,48,2000
"4385",0.001,0.3,49,2000
"4386",0.001,0.32,49,2000
"4387",0.001,0.34,49,2000
"4388",0.001,0.36,49,2000
"4389",0.001,0.38,49,2000
"4390",0.001,0.4,49,2000
"4391",0.001,0.42,49,2000
"4392",0.001,0.44,49,2000
"4393",0.001,0.3,50,2000
"4394",0.001,0.32,50,2000
"4395",0.001,0.34,50,2000
"4396",0.001,0.36,50,2000
"4397",0.001,0.38,50,2000
"4398",0.001,0.4,50,2000
"4399",0.001,0.42,50,2000
"4400",0.001,0.44,50,2000
"4401",0.001,0.3,51,2000
"4402",0.001,0.32,51,2000
"4403",0.001,0.34,51,2000
"4404",0.001,0.36,51,2000
"4405",0.001,0.38,51,2000
"4406",0.001,0.4,51,2000
"4407",0.001,0.42,51,2000
"4408",0.001,0.44,51,2000
"4409",0.001,0.3,52,2000
"4410",0.001,0.32,52,2000
"4411",0.001,0.34,52,2000
"4412",0.001,0.36,52,2000
"4413",0.001,0.38,52,2000
"4414",0.001,0.4,52,2000
"4415",0.001,0.42,52,2000
"4416",0.001,0.44,52,2000
"4417",0.001,0.3,53,2000
"4418",0.001,0.32,53,2000
"4419",0.001,0.34,53,2000
"4420",0.001,0.36,53,2000
"4421",0.001,0.38,53,2000
"4422",0.001,0.4,53,2000
"4423",0.001,0.42,53,2000
"4424",0.003,0.44,53,2000
"4425",0.001,0.3,54,2000
"4426",0.001,0.32,54,2000
"4427",0.001,0.34,54,2000
"4428",0.001,0.36,54,2000
"4429",0.001,0.38,54,2000
"4430",0.001,0.4,54,2000
"4431",0.001,0.42,54,2000
"4432",0.005,0.44,54,2000
"4433",0.001,0.3,55,2000
"4434",0.001,0.32,55,2000
"4435",0.001,0.34,55,2000
"4436",0.001,0.36,55,2000
"4437",0.001,0.38,55,2000
"4438",0.001,0.4,55,2000
"4439",0.001,0.42,55,2000
"4440",0.002,0.44,55,2000
"4441",0.001,0.3,56,2000
"4442",0.001,0.32,56,2000
"4443",0.001,0.34,56,2000
"4444",0.001,0.36,56,2000
"4445",0.001,0.38,56,2000
"4446",0.001,0.4,56,2000
"4447",0.001,0.42,56,2000
"4448",0.001,0.44,56,2000
"4449",0.001,0.3,57,2000
"4450",0.001,0.32,57,2000
"4451",0.001,0.34,57,2000
"4452",0.001,0.36,57,2000
"4453",0.001,0.38,57,2000
"4454",0.001,0.4,57,2000
"4455",0.001,0.42,57,2000
"4456",0.001,0.44,57,2000
"4457",0.001,0.3,58,2000
"4458",0.001,0.32,58,2000
"4459",0.001,0.34,58,2000
"4460",0.001,0.36,58,2000
"4461",0.001,0.38,58,2000
"4462",0.001,0.4,58,2000
"4463",0.001,0.42,58,2000
"4464",0.015,0.44,58,2000
"4465",0.001,0.3,59,2000
"4466",0.001,0.32,59,2000
"4467",0.001,0.34,59,2000
"4468",0.001,0.36,59,2000
"4469",0.001,0.38,59,2000
"4470",0.001,0.4,59,2000
"4471",0.001,0.42,59,2000
"4472",0.001,0.44,59,2000
"4473",0.001,0.3,60,2000
"4474",0.001,0.32,60,2000
"4475",0.001,0.34,60,2000
"4476",0.001,0.36,60,2000
"4477",0.001,0.38,60,2000
"4478",0.001,0.4,60,2000
"4479",0.001,0.42,60,2000
"4480",0.001,0.44,60,2000
"4481",0.001,0.3,61,2000
"4482",0.001,0.32,61,2000
"4483",0.001,0.34,61,2000
"4484",0.001,0.36,61,2000
"4485",0.001,0.38,61,2000
"4486",0.001,0.4,61,2000
"4487",0.001,0.42,61,2000
"4488",0.001,0.44,61,2000
"4489",0.001,0.3,62,2000
"4490",0.001,0.32,62,2000
"4491",0.001,0.34,62,2000
"4492",0.001,0.36,62,2000
"4493",0.001,0.38,62,2000
"4494",0.001,0.4,62,2000
"4495",0.001,0.42,62,2000
"4496",0.004,0.44,62,2000
"4497",0.001,0.3,63,2000
"4498",0.001,0.32,63,2000
"4499",0.001,0.34,63,2000
"4500",0.001,0.36,63,2000
"4501",0.001,0.38,63,2000
"4502",0.001,0.4,63,2000
"4503",0.001,0.42,63,2000
"4504",0.002,0.44,63,2000
"4505",0.001,0.3,64,2000
"4506",0.001,0.32,64,2000
"4507",0.001,0.34,64,2000
"4508",0.001,0.36,64,2000
"4509",0.001,0.38,64,2000
"4510",0.001,0.4,64,2000
"4511",0.001,0.42,64,2000
"4512",0.002,0.44,64,2000
"4513",0.001,0.3,65,2000
"4514",0.001,0.32,65,2000
"4515",0.001,0.34,65,2000
"4516",0.001,0.36,65,2000
"4517",0.001,0.38,65,2000
"4518",0.001,0.4,65,2000
"4519",0.001,0.42,65,2000
"4520",0.017,0.44,65,2000
"4521",0.001,0.3,66,2000
"4522",0.001,0.32,66,2000
"4523",0.001,0.34,66,2000
"4524",0.001,0.36,66,2000
"4525",0.001,0.38,66,2000
"4526",0.001,0.4,66,2000
"4527",0.001,0.42,66,2000
"4528",0.011,0.44,66,2000
"4529",0.001,0.3,67,2000
"4530",0.001,0.32,67,2000
"4531",0.001,0.34,67,2000
"4532",0.001,0.36,67,2000
"4533",0.001,0.38,67,2000
"4534",0.001,0.4,67,2000
"4535",0.001,0.42,67,2000
"4536",0.001,0.44,67,2000
"4537",0.001,0.3,68,2000
"4538",0.001,0.32,68,2000
"4539",0.001,0.34,68,2000
"4540",0.001,0.36,68,2000
"4541",0.001,0.38,68,2000
"4542",0.001,0.4,68,2000
"4543",0.001,0.42,68,2000
"4544",0.001,0.44,68,2000
"4545",0.001,0.3,69,2000
"4546",0.001,0.32,69,2000
"4547",0.001,0.34,69,2000
"4548",0.001,0.36,69,2000
"4549",0.001,0.38,69,2000
"4550",0.001,0.4,69,2000
"4551",0.001,0.42,69,2000
"4552",0.001,0.44,69,2000
"4553",0.001,0.3,70,2000
"4554",0.001,0.32,70,2000
"4555",0.001,0.34,70,2000
"4556",0.001,0.36,70,2000
"4557",0.001,0.38,70,2000
"4558",0.001,0.4,70,2000
"4559",0.001,0.42,70,2000
"4560",0.001,0.44,70,2000
"4561",0.001,0.3,71,2000
"4562",0.001,0.32,71,2000
"4563",0.001,0.34,71,2000
"4564",0.001,0.36,71,2000
"4565",0.001,0.38,71,2000
"4566",0.001,0.4,71,2000
"4567",0.001,0.42,71,2000
"4568",0.004,0.44,71,2000
"4569",0.001,0.3,72,2000
"4570",0.001,0.32,72,2000
"4571",0.001,0.34,72,2000
"4572",0.001,0.36,72,2000
"4573",0.001,0.38,72,2000
"4574",0.001,0.4,72,2000
"4575",0.001,0.42,72,2000
"4576",0.003,0.44,72,2000
"4577",0.001,0.3,73,2000
"4578",0.001,0.32,73,2000
"4579",0.001,0.34,73,2000
"4580",0.001,0.36,73,2000
"4581",0.001,0.38,73,2000
"4582",0.001,0.4,73,2000
"4583",0.001,0.42,73,2000
"4584",0.001,0.44,73,2000
"4585",0.001,0.3,74,2000
"4586",0.001,0.32,74,2000
"4587",0.001,0.34,74,2000
"4588",0.001,0.36,74,2000
"4589",0.001,0.38,74,2000
"4590",0.001,0.4,74,2000
"4591",0.001,0.42,74,2000
"4592",0.001,0.44,74,2000
"4593",0.001,0.3,75,2000
"4594",0.001,0.32,75,2000
"4595",0.001,0.34,75,2000
"4596",0.001,0.36,75,2000
"4597",0.001,0.38,75,2000
"4598",0.001,0.4,75,2000
"4599",0.001,0.42,75,2000
"4600",0.004,0.44,75,2000
"4601",0.001,0.3,76,2000
"4602",0.001,0.32,76,2000
"4603",0.001,0.34,76,2000
"4604",0.001,0.36,76,2000
"4605",0.001,0.38,76,2000
"4606",0.001,0.4,76,2000
"4607",0.001,0.42,76,2000
"4608",0.272,0.44,76,2000
"4609",0.001,0.3,77,2000
"4610",0.001,0.32,77,2000
"4611",0.001,0.34,77,2000
"4612",0.001,0.36,77,2000
"4613",0.001,0.38,77,2000
"4614",0.001,0.4,77,2000
"4615",0.001,0.42,77,2000
"4616",0.003,0.44,77,2000
"4617",0.001,0.3,78,2000
"4618",0.001,0.32,78,2000
"4619",0.001,0.34,78,2000
"4620",0.001,0.36,78,2000
"4621",0.001,0.38,78,2000
"4622",0.001,0.4,78,2000
"4623",0.001,0.42,78,2000
"4624",0.002,0.44,78,2000
"4625",0.001,0.3,79,2000
"4626",0.001,0.32,79,2000
"4627",0.001,0.34,79,2000
"4628",0.001,0.36,79,2000
"4629",0.001,0.38,79,2000
"4630",0.001,0.4,79,2000
"4631",0.001,0.42,79,2000
"4632",0.001,0.44,79,2000
"4633",0.001,0.3,80,2000
"4634",0.001,0.32,80,2000
"4635",0.001,0.34,80,2000
"4636",0.001,0.36,80,2000
"4637",0.001,0.38,80,2000
"4638",0.001,0.4,80,2000
"4639",0.001,0.42,80,2000
"4640",0.001,0.44,80,2000
"4641",0.001,0.3,81,2000
"4642",0.001,0.32,81,2000
"4643",0.001,0.34,81,2000
"4644",0.001,0.36,81,2000
"4645",0.001,0.38,81,2000
"4646",0.001,0.4,81,2000
"4647",0.001,0.42,81,2000
"4648",0.018,0.44,81,2000
"4649",0.001,0.3,82,2000
"4650",0.001,0.32,82,2000
"4651",0.001,0.34,82,2000
"4652",0.001,0.36,82,2000
"4653",0.001,0.38,82,2000
"4654",0.001,0.4,82,2000
"4655",0.001,0.42,82,2000
"4656",0.001,0.44,82,2000
"4657",0.001,0.3,83,2000
"4658",0.001,0.32,83,2000
"4659",0.001,0.34,83,2000
"4660",0.001,0.36,83,2000
"4661",0.001,0.38,83,2000
"4662",0.001,0.4,83,2000
"4663",0.001,0.42,83,2000
"4664",0.001,0.44,83,2000
"4665",0.001,0.3,84,2000
"4666",0.001,0.32,84,2000
"4667",0.001,0.34,84,2000
"4668",0.001,0.36,84,2000
"4669",0.001,0.38,84,2000
"4670",0.001,0.4,84,2000
"4671",0.001,0.42,84,2000
"4672",0.003,0.44,84,2000
"4673",0.001,0.3,85,2000
"4674",0.001,0.32,85,2000
"4675",0.001,0.34,85,2000
"4676",0.001,0.36,85,2000
"4677",0.001,0.38,85,2000
"4678",0.001,0.4,85,2000
"4679",0.001,0.42,85,2000
"4680",0.004,0.44,85,2000
"4681",0.001,0.3,86,2000
"4682",0.001,0.32,86,2000
"4683",0.001,0.34,86,2000
"4684",0.001,0.36,86,2000
"4685",0.001,0.38,86,2000
"4686",0.001,0.4,86,2000
"4687",0.001,0.42,86,2000
"4688",0.001,0.44,86,2000
"4689",0.001,0.3,87,2000
"4690",0.001,0.32,87,2000
"4691",0.001,0.34,87,2000
"4692",0.001,0.36,87,2000
"4693",0.001,0.38,87,2000
"4694",0.001,0.4,87,2000
"4695",0.001,0.42,87,2000
"4696",0.003,0.44,87,2000
"4697",0.001,0.3,88,2000
"4698",0.001,0.32,88,2000
"4699",0.001,0.34,88,2000
"4700",0.001,0.36,88,2000
"4701",0.001,0.38,88,2000
"4702",0.001,0.4,88,2000
"4703",0.001,0.42,88,2000
"4704",0.001,0.44,88,2000
"4705",0.001,0.3,89,2000
"4706",0.001,0.32,89,2000
"4707",0.001,0.34,89,2000
"4708",0.001,0.36,89,2000
"4709",0.001,0.38,89,2000
"4710",0.001,0.4,89,2000
"4711",0.001,0.42,89,2000
"4712",0.026,0.44,89,2000
"4713",0.001,0.3,90,2000
"4714",0.001,0.32,90,2000
"4715",0.001,0.34,90,2000
"4716",0.001,0.36,90,2000
"4717",0.001,0.38,90,2000
"4718",0.001,0.4,90,2000
"4719",0.001,0.42,90,2000
"4720",0.008,0.44,90,2000
"4721",0.001,0.3,91,2000
"4722",0.001,0.32,91,2000
"4723",0.001,0.34,91,2000
"4724",0.001,0.36,91,2000
"4725",0.001,0.38,91,2000
"4726",0.001,0.4,91,2000
"4727",0.001,0.42,91,2000
"4728",0.001,0.44,91,2000
"4729",0.001,0.3,92,2000
"4730",0.001,0.32,92,2000
"4731",0.001,0.34,92,2000
"4732",0.001,0.36,92,2000
"4733",0.001,0.38,92,2000
"4734",0.001,0.4,92,2000
"4735",0.001,0.42,92,2000
"4736",0.002,0.44,92,2000
"4737",0.001,0.3,93,2000
"4738",0.001,0.32,93,2000
"4739",0.001,0.34,93,2000
"4740",0.001,0.36,93,2000
"4741",0.001,0.38,93,2000
"4742",0.001,0.4,93,2000
"4743",0.001,0.42,93,2000
"4744",0.003,0.44,93,2000
"4745",0.001,0.3,94,2000
"4746",0.001,0.32,94,2000
"4747",0.001,0.34,94,2000
"4748",0.001,0.36,94,2000
"4749",0.001,0.38,94,2000
"4750",0.001,0.4,94,2000
"4751",0.001,0.42,94,2000
"4752",0.004,0.44,94,2000
"4753",0.001,0.3,95,2000
"4754",0.001,0.32,95,2000
"4755",0.001,0.34,95,2000
"4756",0.001,0.36,95,2000
"4757",0.001,0.38,95,2000
"4758",0.001,0.4,95,2000
"4759",0.001,0.42,95,2000
"4760",0.001,0.44,95,2000
"4761",0.001,0.3,96,2000
"4762",0.001,0.32,96,2000
"4763",0.001,0.34,96,2000
"4764",0.001,0.36,96,2000
"4765",0.001,0.38,96,2000
"4766",0.001,0.4,96,2000
"4767",0.001,0.42,96,2000
"4768",0.028,0.44,96,2000
"4769",0.001,0.3,97,2000
"4770",0.001,0.32,97,2000
"4771",0.001,0.34,97,2000
"4772",0.001,0.36,97,2000
"4773",0.001,0.38,97,2000
"4774",0.001,0.4,97,2000
"4775",0.001,0.42,97,2000
"4776",0.006,0.44,97,2000
"4777",0.001,0.3,98,2000
"4778",0.001,0.32,98,2000
"4779",0.001,0.34,98,2000
"4780",0.001,0.36,98,2000
"4781",0.001,0.38,98,2000
"4782",0.001,0.4,98,2000
"4783",0.001,0.42,98,2000
"4784",0.183,0.44,98,2000
"4785",0.001,0.3,99,2000
"4786",0.001,0.32,99,2000
"4787",0.001,0.34,99,2000
"4788",0.001,0.36,99,2000
"4789",0.001,0.38,99,2000
"4790",0.001,0.4,99,2000
"4791",0.001,0.42,99,2000
"4792",0.002,0.44,99,2000
"4793",0.001,0.3,100,2000
"4794",0.001,0.32,100,2000
"4795",0.001,0.34,100,2000
"4796",0.001,0.36,100,2000
"4797",0.001,0.38,100,2000
"4798",0.001,0.4,100,2000
"4799",0.001,0.42,100,2000
"4800",0.001,0.44,100,2000
